0,Cluster_Name,UCAC4,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,ePos,EpRA,EpDE,f.mag,a.mag,e_a.mag,of,db,Na,Nu,Nc,pmRA,e_pmRA,pmDE,e_pmDE,Jmag,e_Jmag,q_Jmag,Hmag,e_Hmag,q_Hmag,Kmag,e_Kmag,q_Kmag,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,g,c,H,A,b,h,Z,B,L,N,S,OutFlag,P_M1,P_M2_kinem,P_M2_join,P_M3,ClassM1,ClassM2,ClassM3
205,Ruprecht_147,369-165745,289.103,92,-16.3326,92,194,1981.79,1981.49,15.992,15.949,-9999.99,0,0,1,1,3,3.5,5.6,-3.8,5.5,15.075,0.03,5,14.61,0.06,5,14.689,0.09,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
206,Ruprecht_147,369-165746,289.104,93,-16.2971,89,200,1980.28,1981.78,16.182,16.075,-9999.99,0,0,1,1,3,0.5,5.9,-0.3,5.5,14.262,0.04,5,13.642,0.03,5,13.446,0.05,5,17.65,20,16.335,1,16.999,1,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
207,Ruprecht_147,369-165747,289.105,91,-16.2137,65,135,1990.17,1988.69,15.956,16.093,0.03,0,0,2,2,3,-6.2,6.1,-4.9,4.2,14.672,0.03,5,14.29,0.05,5,14.299,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
208,Ruprecht_147,369-165748,289.105,20,-16.2605,15,26,1997.03,1996.92,10.841,10.835,0.02,0,0,5,3,6,-4.4,2,-2.1,1.5,8.094,0.03,5,7.317,0.03,5,7.072,0.02,5,12.887,3,11.203,5,12.044,3,10.638,5,9.842,0,0,2,0,3,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
209,Ruprecht_147,369-165749,289.106,71,-16.2263,72,132,1986.47,1986.14,15.948,16.258,-9999.99,0,0,1,1,3,7.3,4.5,-0.2,4.4,14.703,0.03,5,14.274,0.04,5,14.144,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
210,Ruprecht_147,369-165750,289.109,19,-16.213,34,39,1998.45,1998.62,14.02,13.973,0.11,0,0,5,5,3,-4.5,2.6,-8,4.8,12.74,0.03,5,12.459,0.03,5,12.367,0.03,5,14.765,0,14.042,6,14.364,1,13.846,1,13.667,4,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
211,Ruprecht_147,369-165751,289.109,19,-16.2647,21,29,1998.67,1998.35,14.007,13.946,0.12,0,0,5,5,3,-1.4,2.8,-5.7,2.8,12.905,0.02,5,12.629,0.02,5,12.584,0.03,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
212,Ruprecht_147,369-165753,289.11,78,-16.2273,73,144,1984.46,1986.38,16.025,15.885,-9999.99,0,0,1,1,3,0.4,4.8,-15.9,4.5,14.192,0.03,5,13.756,0.03,5,13.583,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.95,0.99,0,0,1,0
213,Ruprecht_147,369-165755,289.111,26,-16.2485,17,31,1998.33,1998.37,13.06,13.006,0.09,0,0,5,5,4,-3.4,2.8,-28.6,1.9,11.376,0.03,5,10.904,0.03,5,10.743,0.03,5,14.113,1,13.177,3,13.619,1,12.887,3,12.594,3,0,3,0,1,0,0,0,0,0,1,1,0,0.93,0,0,0.98,1,0,1
214,Ruprecht_147,369-165756,289.113,17,-16.3233,16,23,1998.7,1998.81,12.705,12.681,0.06,0,0,5,5,4,-5,2,-7.3,1.8,11.764,0.03,45,11.544,0.02,5,11.47,0.02,5,13.229,1,12.716,3,12.94,0,12.647,5,12.526,1,0,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
215,Ruprecht_147,369-165757,289.115,112,-16.2709,87,245,1976,1985.27,16.415,16.267,-9999.99,0,0,1,1,3,4.7,7.7,-4.8,5.3,15.373,0.05,5,14.868,0.07,5,14.643,0.09,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
216,Ruprecht_147,369-165758,289.115,30,-16.3022,37,50,1997.37,1995.75,14.677,14.602,0.07,0,0,2,2,3,-1.7,3.3,-3.1,3.4,13.442,0.03,5,13.058,0.03,5,13.025,0.03,5,15.571,2,14.915,7,15.187,4,14.734,21,14.434,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
217,Ruprecht_147,369-165759,289.116,37,-16.3464,39,57,1996.14,1995.57,15.193,15.159,0.07,0,0,2,2,3,2,3.4,-5.1,3.4,13.53,0.03,5,12.991,0.03,5,12.913,0.03,5,16.523,13,15.431,3,15.89,1,15.121,4,14.953,1,0,3,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
218,Ruprecht_147,369-165760,289.117,82,-16.2907,117,207,1981.24,1984.19,16.225,16.154,-9999.99,0,0,1,1,3,-7.1,5.2,-22.7,7.2,14.647,0.05,5,14.335,0.06,5,14.12,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.13,0,0.53,0,0,1
219,Ruprecht_147,369-165761,289.118,20,-16.315,20,28,1998.58,1998.58,13.977,13.935,0.09,0,0,5,5,3,-4.9,2.8,5.6,2.8,12.844,0.03,5,12.568,0.03,5,12.484,0.03,5,14.72,3,14.069,6,14.35,0,13.89,3,13.759,9,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
220,Ruprecht_147,369-165763,289.119,82,-16.3062,64,131,1987.28,1988.58,15.644,15.736,0.14,0,0,2,2,3,0.3,5.2,-11.2,4.1,14.542,0.03,5,14.078,0.04,5,14.085,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
221,Ruprecht_147,369-165764,289.119,61,-16.2318,40,86,1989.33,1995.6,15.461,15.594,0.21,0,0,2,2,3,7.2,4,-4.3,3.5,14.287,0.03,5,13.909,0.04,5,13.869,0.06,5,16.379,1,15.655,1,15.995,12,15.457,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
222,Ruprecht_147,369-165765,289.119,86,-16.3353,86,181,1982.25,1982.1,15.955,16.386,-9999.99,0,0,1,1,3,3,5.4,-0.1,5.3,14.947,0.04,5,14.451,0.05,5,14.202,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
223,Ruprecht_147,369-165766,289.12,80,-16.2625,86,153,1986.37,1986.08,15.875,16.156,-9999.99,0,0,1,1,3,-2.6,5,-18.4,5.2,14.812,0.03,5,14.355,0.05,5,14.204,0.07,5,16.945,9,15.862,9,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.8,0.9,0,0,1,0
224,Ruprecht_147,369-165767,289.121,36,-16.2825,29,48,1996.2,1997.59,14.552,14.536,0.09,0,0,4,4,3,-0.2,3.4,12.8,3.3,13.256,0.03,5,12.929,0.03,5,12.828,0.03,5,15.342,2,14.585,7,14.948,1,14.4,2,14.195,5,0,3,0,0,0,0,0,0,0,1,1,0,0,0.77,0.83,0,0,1,0
225,Ruprecht_147,369-165768,289.123,17,-16.2561,16,23,1998.39,1998.23,12.796,12.755,0.07,0,0,5,5,4,-5.8,1.9,-12,1.8,11.583,0.02,5,11.357,0.02,5,11.303,0.03,5,13.47,2,12.815,2,13.118,1,12.681,5,12.519,1,0,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
226,Ruprecht_147,369-165769,289.123,16,-16.2377,36,39,1999.35,1999.35,12.734,12.724,0.07,0,0,5,5,3,2.3,2.9,-6.1,6.7,10.212,0.02,5,9.369,0.02,5,9.162,0.02,5,14.735,5,13.102,4,13.923,1,12.568,3,11.934,4,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
227,Ruprecht_147,369-165770,289.123,91,-16.3627,51,147,1981.37,1994.31,15.722,15.954,0.18,0,0,2,2,3,-3.5,5.5,-11.2,3.9,13.902,0.03,5,13.283,0.03,5,13.166,0.03,5,16.666,9,15.652,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
228,Ruprecht_147,369-165771,289.124,83,-16.2114,82,154,1985.71,1985.97,16.203,16.096,-9999.99,0,0,1,1,3,-5.9,5.1,-6,5,14.582,0.03,5,13.993,0.04,5,13.921,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
229,Ruprecht_147,369-165772,289.124,15,-16.2476,16,22,1999.02,1998.86,12.908,12.869,0.08,0,0,5,5,3,3.4,2.5,-3.5,2.5,9.769,0.02,5,8.872,0.05,5,8.625,0.02,5,15.102,1,13.285,1,14.167,4,12.715,0,11.739,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
230,Ruprecht_147,369-165773,289.124,65,-16.2962,67,116,1988.57,1987.93,15.704,15.997,0.13,0,0,2,1,3,6,4.2,2.4,4.2,14.801,0.02,5,14.455,0.05,5,14.294,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
231,Ruprecht_147,369-165776,289.127,36,-16.3117,38,55,1996.08,1995.67,14.915,14.891,0.07,0,0,2,2,3,1.2,3.4,-7.7,3.4,12.884,0.03,5,12.203,0.02,5,12.054,0.03,5,16.592,7,15.284,7,15.907,1,14.855,3,14.458,7,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
232,Ruprecht_147,369-165777,289.129,97,-16.3723,100,198,1985.91,1985,15.865,16.166,-9999.99,0,0,1,1,2,-4.9,6.7,-9.2,7,14.366,0.05,25,13.815,0.05,25,13.716,0.06,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
233,Ruprecht_147,369-165778,289.131,19,-16.3718,19,27,1998.88,1998.88,13.804,13.798,0.1,0,0,5,5,3,-5,3,3.9,3,11.848,0.03,5,11.29,0.03,5,11.142,0.03,5,15.366,2,14.016,3,14.646,1,13.607,3,13.225,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
234,Ruprecht_147,369-165779,289.131,14,-16.2775,15,21,1997.66,1996.98,10.473,10.449,0.02,0,0,5,5,6,-2.2,1.7,2.9,1.3,7.487,0.03,5,6.669,0.03,5,6.418,0.02,5,12.528,1,10.807,2,11.653,1,10.231,2,9.336,2,0,2,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
235,Ruprecht_147,369-165780,289.131,88,-16.2243,116,189,1985.68,1986.59,16.226,16.474,-9999.99,0,0,1,1,3,-2.7,5.3,-8,7,14.692,0.05,5,14.079,0.05,5,13.975,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
236,Ruprecht_147,369-165781,289.132,29,-16.3176,27,41,1997.82,1998.11,14.72,14.629,0.15,0,0,3,3,2,-10.4,3.6,-2.8,3.6,12.816,0.03,5,12.251,0.03,5,12.096,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
237,Ruprecht_147,369-165782,289.133,51,-16.2048,51,82,1993.04,1993.04,15.253,15.473,0.03,0,0,2,2,2,-4.8,4.1,-3.2,4.1,14.166,0.03,5,13.822,0.03,5,13.674,0.06,5,16.453,6,15.626,9,15.961,2,15.355,0,15.138,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
238,Ruprecht_147,369-165783,289.133,15,-16.3609,17,23,1997.83,1997.63,12.725,12.692,0.06,0,0,5,5,4,-2.3,1.6,2.5,1.7,11.679,0.03,5,11.46,0.03,5,11.382,0.03,5,13.309,4,12.805,6,12.999,3,12.661,7,12.621,1,0,3,0,7,0,0,0,0,0,5,1,0,0,1,1,0,0,1,0
239,Ruprecht_147,369-165784,289.133,37,-16.2676,32,51,1996.72,1997.07,15.036,15.059,0.07,0,0,3,3,3,-3.7,3.7,6.3,3.3,13.917,0.03,5,13.55,0.03,5,13.547,0.04,5,15.823,4,15.408,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
240,Ruprecht_147,369-165785,289.133,34,-16.3161,32,49,1996.94,1997.26,15.004,14.782,0.08,0,0,3,3,2,-2.2,3.7,-1.7,3.7,13.053,0.03,5,12.456,0.03,5,12.328,0.03,5,15.634,1,14.405,1,15.014,1,14.049,5,13.667,2,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
241,Ruprecht_147,369-165786,289.136,25,-16.2564,22,33,1998.95,1998.83,14.445,14.367,0.13,0,0,4,4,3,1.2,3.9,-8.7,3.3,13.13,0.02,5,12.767,0.03,5,12.743,0.03,5,15.172,7,14.501,9,14.806,1,14.335,6,14.161,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
242,Ruprecht_147,369-165787,289.137,52,-16.359,44,69,1999.03,1997.15,13.621,13.63,0.09,0,0,5,5,3,-1.9,8.3,-16.5,4.6,12.137,0.03,5,11.629,0.03,5,11.495,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.95,0.97,0,0,1,0
243,Ruprecht_147,369-165788,289.137,136,-16.35,47,155,1995.36,1993.33,15.414,15.338,0.16,0,0,2,2,3,-15.7,11.8,0.2,3.5,13.57,0.03,5,12.89,0.03,5,12.8,0.03,5,16.59,9,15.577,1,16.045,2,15.168,2,14.979,18,0,4,0,0,0,0,0,0,0,3,1,0,0,0.99,0.99,0,0,1,0
244,Ruprecht_147,369-165789,289.139,13,-16.3393,14,20,1995.6,1996.2,10.379,10.363,0.01,0,0,5,4,6,-3.7,1.2,-26.5,1.6,9.178,0.03,5,8.953,0.03,5,8.846,0.02,5,11.026,2,10.395,5,10.774,1,10.212,1,10.073,1,0,2,0,7,0,0,0,0,0,1,1,0,0.94,0.01,0,0.98,1,0,1
245,Ruprecht_147,369-165790,289.14,11,-16.3966,13,23,1991.04,1990.79,8.985,9.091,0.07,0,0,5,2,10,2.2,1.2,-2.1,1.2,5.054,0.27,8,4.1,0.22,8,3.995,0.04,4,10.381,2,9.112,5,-9999.99,-9999.99,-9999.99,-9999.99,7.387,1,0,2,0,8,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0
246,Ruprecht_147,369-165791,289.14,62,-16.2508,52,93,1990.59,1993.38,15.924,16.068,0.25,0,0,2,2,3,4.1,4.2,-0.3,3.9,14.457,0.04,5,14.012,0.03,5,13.841,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
247,Ruprecht_147,369-165792,289.14,76,-16.2071,42,102,1990.28,1994.33,14.858,14.882,0.02,0,0,2,2,3,-1.6,5.2,-8.4,3.4,13.339,0.03,5,12.915,0.03,5,12.739,0.04,5,16.212,3,15.151,12,15.666,2,14.786,2,14.663,4,0,3,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
248,Ruprecht_147,369-165793,289.141,70,-16.2658,65,119,1987.26,1989,16.015,16.052,0.25,0,0,2,2,3,3.7,4.4,-3.3,4.2,14.718,0.04,5,14.304,0.05,5,14.224,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
249,Ruprecht_147,369-165795,289.143,94,-16.2033,69,154,1985.21,1988.7,16.071,16.353,0.25,0,0,2,2,3,3.8,5.9,-6.8,4.5,14.712,0.03,5,14.177,0.04,5,14.069,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
250,Ruprecht_147,369-165797,289.144,50,-16.2821,53,83,1992.9,1991.91,15.727,15.604,0.1,0,0,2,2,3,1.9,3.7,8.2,3.8,14.448,0.03,5,14.058,0.03,5,14.049,0.06,5,16.954,13,16.118,1,16.381,2,15.69,7,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.96,0.99,0,0,1,0
251,Ruprecht_147,369-165798,289.145,79,-16.22,83,130,1993.79,1993.12,15.26,14.943,-9999.99,0,0,1,1,2,21.8,6.6,-65.9,6.7,14.89,0.04,5,14.123,0.04,5,13.9,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0
252,Ruprecht_147,369-165800,289.146,27,-16.2483,59,65,1998.75,1998.99,14.114,13.993,0.07,0,35,7,7,3,25.5,4,-49.6,9.6,12.261,0.04,4,11.684,0.04,4,11.579,0.04,4,14.96,2,13.854,3,14.377,1,13.529,4,13.176,4,0,4,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0
253,Ruprecht_147,369-165801,289.146,26,-16.2361,33,44,1998.03,1996.57,14.814,14.75,0.05,0,0,4,3,3,2.9,3.3,3.6,3.4,13.504,0.03,5,13.158,0.04,5,13.111,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
254,Ruprecht_147,369-165802,289.148,127,-16.3259,111,346,1974.96,1974.28,16.474,16.297,-9999.99,0,0,1,1,3,-13.2,9,-7.8,7.9,15.072,0.04,45,14.692,0.06,45,14.631,0.09,45,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.98,0.99,0,0,1,0
255,Ruprecht_147,369-165804,289.148,96,-16.303,95,245,1977.6,1977.43,16.071,16.298,-9999.99,0,0,1,1,3,-4.8,6.5,-3.6,6.4,14.702,0.04,5,14.172,0.05,5,14.089,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
256,Ruprecht_147,369-165805,289.148,57,-16.2632,43,77,1993.67,1997.45,15.04,14.896,0.14,0,0,5,3,3,-12.3,4.5,-4.2,4.8,13.176,0.03,5,12.607,0.03,5,12.499,0.03,5,15.905,5,14.872,6,15.362,6,14.609,11,14.318,5,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
257,Ruprecht_147,369-165806,289.148,56,-16.2546,64,101,1991.79,1989.28,16.098,16.052,0.22,0,0,3,3,3,15.5,4,-0.5,4.1,14.514,0.03,5,14.084,0.04,5,13.952,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.45,0,0,0,0,0
258,Ruprecht_147,369-165807,289.149,102,-16.2391,102,232,1982.71,1982.79,15.756,16.291,-9999.99,0,0,1,1,2,2.1,7.5,-3,7.4,15.006,0.04,5,14.391,0.05,5,14.382,0.09,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
259,Ruprecht_147,369-165811,289.15,72,-16.2639,52,110,1987.05,1992.51,15.281,15.836,0.17,0,0,3,2,3,12.2,4.6,-5.6,3.8,14.622,0.04,5,14.125,0.04,5,14.029,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,0.8,0.83,0,0,1,0
260,Ruprecht_147,369-165812,289.15,92,-16.202,83,200,1978.76,1982.5,16.068,16.136,0.13,0,0,2,2,3,9.1,6.1,-4.1,5.1,14.827,0.04,5,14.416,0.04,5,14.248,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.98,0.99,0,0,1,0
261,Ruprecht_147,369-165814,289.151,58,-16.2305,48,88,1990.1,1993.29,15.729,15.427,0.08,0,0,3,3,3,-4.5,4,-4,3.7,13.783,0.03,5,13.213,0.03,5,13.133,0.03,5,16.643,3,15.474,3,16.056,4,15.199,7,14.988,3,0,3,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,0
262,Ruprecht_147,369-165815,289.152,16,-16.3736,15,22,1999.11,1999.22,13.282,13.271,0.09,0,0,7,7,3,-4.5,2.8,-3.3,2.8,10.903,0.02,5,10.101,0.03,5,9.92,0.02,5,15.181,0,13.636,7,14.374,2,13.098,1,12.542,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
263,Ruprecht_147,369-165816,289.153,56,-16.3628,51,87,1991.2,1992.83,15.798,15.995,0.26,0,0,2,2,3,2.5,3.9,-5.1,3.7,14.955,0.05,5,14.621,0.06,5,14.41,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
264,Ruprecht_147,369-165817,289.153,14,-16.288,18,23,1998.59,1998.62,12.761,12.75,0.05,0,0,7,7,4,-11.5,1.7,-1.6,2.2,10.9,0.02,5,10.333,0.02,5,10.224,0.02,5,14.107,2,12.967,4,13.514,0,12.613,4,12.239,1,0,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
265,Ruprecht_147,369-165818,289.153,29,-16.331,12,32,1997.1,1997.51,11.28,11.247,0.02,0,0,7,7,5,-2,3.1,-1.2,1.5,10.161,0.03,5,9.903,0.02,5,9.841,0.03,5,11.899,3,11.301,2,11.554,3,11.167,5,11.01,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
266,Ruprecht_147,369-165819,289.153,18,-16.3843,20,27,1999.07,1998.85,14.164,14.134,0.08,0,0,7,6,3,-3,3.3,-22.5,3.3,12.058,0.03,5,11.429,0.03,5,11.294,0.02,5,15.68,6,14.365,7,14.998,2,13.85,3,13.321,1,0,3,0,0,0,0,0,0,0,1,1,0,0.68,0.15,0.31,0.64,1,0,1
267,Ruprecht_147,369-165821,289.154,44,-16.3917,34,60,1994.04,1996.51,15.341,15.343,0.06,0,0,3,3,3,4.2,3.5,6.9,3.3,13.885,0.03,5,13.37,0.03,5,13.356,0.04,25,16.624,9,15.518,1,16.035,1,15.289,1,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.97,0.97,0,0,1,0
268,Ruprecht_147,369-165822,289.154,95,-16.2069,95,264,1976.24,1976.17,16.264,16.427,-9999.99,0,0,1,1,3,-4.2,6.8,-5.5,6.7,14.975,0.04,5,14.627,0.05,5,14.494,0.09,5,17.316,17,16.533,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
269,Ruprecht_147,369-165823,289.155,43,-16.3863,44,67,1994.56,1994.15,15.603,16.048,0.25,0,0,3,3,3,2.9,3.5,-3.6,3.5,14.497,0.04,5,14.118,0.05,5,14.076,0.06,25,15.68,6,14.365,7,14.998,2,13.85,3,13.321,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
270,Ruprecht_147,369-165824,289.156,41,-16.2127,46,68,1994.86,1993.47,15.404,15.368,0.16,0,0,3,3,3,-11.4,3.5,-7.7,3.6,14.072,0.03,5,13.652,0.04,5,13.599,0.05,5,16.559,7,15.671,1,16.02,1,15.475,1,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
271,Ruprecht_147,369-165825,289.158,72,-16.3174,94,185,1987.39,1978.46,15.902,16.157,0.2,0,0,2,2,3,-4.2,4.6,-2.1,6.1,14.937,0.03,5,14.49,0.06,5,14.603,0.11,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
272,Ruprecht_147,369-165826,289.158,85,-16.3843,79,160,1984.49,1984.19,16.293,16.203,0.28,0,0,2,2,3,-10,5.2,-2.3,4.8,15.19,0.04,5,14.724,0.06,5,14.838,0.13,26,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
273,Ruprecht_147,369-165827,289.158,69,-16.3979,68,98,1998.41,1998.32,15.868,16.159,0.19,0,0,2,2,2,-23.4,7.3,-4.7,7,14.301,0.04,5,13.657,0.04,5,13.573,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,0,0,0,0,0,0,0,0,3,0,0,0,0.25,0,0,0,0,0
274,Ruprecht_147,369-165828,289.158,41,-16.293,38,60,1995.39,1995.91,15.619,15.513,0.11,0,0,3,2,3,6.4,3.6,-1.9,3.5,14.318,0.03,5,14.013,0.04,5,13.988,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
