┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
586	NGC_2632	549-045484	130.079	41	19.7544	44	60	1998.79	1998.91	14.721	14.663	0.13	0	0	2	2	2	19.1	3.9	-25.7	4.3	13.878	0.03	5	13.557	0.03	5	13.497	0.04	5	15.394	2	14.852	2	15.094	0	14.779	3	14.709	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
587	NGC_2632	549-045485	130.086	13	19.6867	11	22	1983.86	1987.12	8.6	8.667	0.12	0	3	4	0	11	-37.6	0.7	-12.5	0.8	7.327	0.02	5	7.294	0.02	5	7.275	0.02	5	8.88	5	8.781	3	-9999.99	-9999.99	-9999.99	-9999.99	7.949	9	0	0	2	8	0	2	2	0	0	0	0	0	1	1	0.99	1	1	1	1
588	NGC_2632	549-045486	130.092	2	19.6699	2	13	1991.25	1991.25	7.304	7.895	0.34	6	3	4	0	19	-36	1	-12.9	1	4.909	0.21	7	4.325	0.21	7	4.181	0.04	4	7.727	99	6.539	99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	2	2	0	2	2	0	0	0	0	0	1	1	1	1	1	1	1
589	NGC_2632	549-045488	130.095	72	19.7333	46	89	1993.67	1998.51	15.174	15.201	0.17	0	0	3	2	2	25.9	4	-9.2	4.1	14.151	0.03	5	13.807	0.03	5	13.719	0.05	5	16.092	4	15.304	7	15.638	3	15.177	1	14.992	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
590	NGC_2632	549-045489	130.097	35	19.6733	43	80	1956.5	1970.49	10.357	10.348	0.01	0	0	2	2	7	-35.6	1	-13	1.3	9.368	0.03	5	9.078	0.03	5	9.005	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	4	4	2	4	8	2	0	8	0	0	1	1	1	1	1	1	1
591	NGC_2632	549-045490	130.098	159	19.6747	162	343	1968.97	1973.29	16.419	15.886	-9999.99	8	0	1	1	2	31.9	6.3	81.6	6.3	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
592	NGC_2632	549-045494	130.109	20	19.6865	21	35	1981.81	1981.53	9.412	9.393	0.03	0	0	4	2	9	-37.9	0.8	-12.1	0.8	8.563	0.02	45	8.46	0.04	5	8.365	0.02	5	9.789	1	9.49	3	9.857	2	9.472	9	9.208	4	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0.99	1	1	1	1
593	NGC_2632	549-045495	130.115	82	19.6555	24	90	1996.07	1996.45	12.922	12.887	0.12	0	0	4	4	3	-27.9	7.4	-8.8	2.3	11.302	0.02	5	10.807	0.02	5	10.688	0.02	5	14.314	1	13.206	3	13.75	0	12.781	1	12.478	0	0	0	0	0	0	0	1	0	0	1	0	0	0.56	0.55	0	0.13	1	0	0
594	NGC_2632	549-045496	130.127	69	19.757	71	104	1994.37	1994.18	15.804	15.849	0.18	0	0	2	2	2	-4.2	4	-12.9	4	14.857	0.03	45	14.486	0.07	5	14.269	0.08	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.79	0.71	0	0	1	0
595	NGC_2632	549-045497	130.131	38	19.6953	46	60	1999.09	1998.56	14.576	14.629	0.1	0	0	3	3	2	-37	3.8	-17.4	4.2	12.105	0.02	5	11.462	0.02	5	11.218	0.02	5	16.79	1	15.249	1	15.977	3	14.59	3	13.766	4	0	0	0	0	0	0	0	0	0	1	0	0	0.89	0.96	0.94	1	1	1	1
596	NGC_2632	549-045498	130.131	107	19.7531	111	183	1983.46	1985.01	15.977	15.925	-9999.99	0	0	1	1	2	2.4	4.3	-1.8	4.6	15.025	0.04	5	14.791	0.06	5	14.565	0.09	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
597	NGC_2632	549-045499	130.136	97	19.7686	68	132	1986.41	1994.28	15.719	15.924	0.21	0	0	2	2	2	-7.4	4.1	-2.7	3.9	14.46	0.03	5	13.855	0.04	5	13.623	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
598	NGC_2632	549-045500	130.138	78	19.7339	87	122	1995.39	1993.48	15.937	16.488	0.47	0	0	2	2	2	-3.1	4.8	-21.5	4.8	14.241	0.03	5	13.58	0.03	5	13.435	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.02	0	0	0	0	0
599	NGC_2632	549-045501	130.139	20	19.6336	23	32	1993.89	1995.33	12.019	11.993	0.08	0	0	4	4	3	-36.1	1.5	-11.7	1.8	10.706	0.02	5	10.262	0.02	5	10.169	0.02	5	13.094	0	12.198	1	12.621	1	11.902	1	11.719	1	0	0	0	0	0	0	1	0	0	3	0	0	1	1	1	1	1	1	1
600	NGC_2632	549-045502	130.141	86	19.745	67	118	1989.55	1994.6	15.895	16.098	0.32	0	0	2	2	2	-10.4	4	-25.9	3.9	13.589	0.03	5	12.933	0.03	5	12.721	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
601	NGC_2632	549-045504	130.148	32	19.7733	29	46	1991.81	1996.33	13.702	13.643	0.15	0	0	4	3	3	-6.4	2	-1.7	2.3	12.804	0.03	5	12.592	0.03	5	12.535	0.03	5	14.25	1	13.733	2	13.936	1	13.642	1	13.562	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
602	NGC_2632	549-045505	130.149	49	19.7885	49	70	1997.27	1997.93	15.148	15.108	0.24	0	0	3	3	2	-41.1	3.7	-56.8	4	13.563	0.03	5	12.993	0.02	5	12.85	0.03	5	16.471	6	15.441	1	15.988	2	15.056	3	14.877	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
603	NGC_2632	549-045506	130.155	36	19.7504	40	53	1999.41	1999.38	14.797	14.578	0.1	0	0	4	4	2	4	4	-4	4.4	13.615	0.03	5	13.235	0.02	5	13.206	0.03	5	15.474	3	14.774	3	15.107	1	14.654	0	14.477	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
604	NGC_2632	549-045507	130.16	161	19.7982	172	292	1983.66	1979.35	16.547	16.554	-9999.99	0	0	1	1	2	-5.6	6.5	-3.1	6.7	15.299	0.04	5	14.693	0.06	5	14.633	0.1	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
605	NGC_2632	549-045508	130.166	44	19.6692	50	74	1983.38	1992.13	10.697	10.68	0.03	0	0	4	4	6	-33.5	1.6	-10.3	2.3	9.61	0.03	5	9.311	0.02	5	9.189	0.02	5	11.58	2	10.859	0	11.19	1	10.656	1	10.511	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0.99	0.99	0.99	1	1	1
606	NGC_2632	549-045510	130.173	61	19.6501	64	91	1995.36	1995.49	15.57	15.383	0.07	0	0	2	2	2	5.4	3.7	1.1	4	14.229	0.03	5	13.777	0.03	5	13.648	0.04	45	16.931	17	15.893	11	16.372	4	15.566	6	15.325	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0.97	0.96	0	0	1	0
607	NGC_2632	549-045511	130.173	50	19.6726	56	76	1997.27	1997.12	14.989	14.889	0.16	0	0	2	2	2	9.2	3.7	-15.5	4.1	13.735	0.03	5	13.228	0.02	5	13.127	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.08	0	0	0	0	0
608	NGC_2632	549-045512	130.18	2	19.7193	2	13	1991.25	1991.25	7.984	8.214	0.26	6	6	4	0	19	-35.1	1	-11.5	1	6.396	0.02	5	6.367	0.03	5	6.329	0.02	5	7.082	99	6.845	99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	2	2	0	2	2	0	0	2	0	0	1	1	1	1	1	1	1
609	NGC_2632	549-045513	130.186	77	19.6066	96	136	1991.56	1988.41	15.915	16.018	0.13	0	0	2	2	2	-7.8	3.8	-11.3	4.3	14.731	0.04	5	14.327	0.05	5	14.14	0.06	5	17.471	1	16.741	1	16.965	6	16.191	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.86	0.9	0	0	1	0
610	NGC_2632	549-045514	130.19	76	19.6661	72	111	1992.25	1993.47	16.23	16.38	0.25	0	0	3	3	2	13.4	3.9	2.3	3.9	14.732	0.03	5	14.151	0.04	5	14.069	0.06	5	17.6	17	16.782	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.13	0	0	0	0	0
611	NGC_2632	549-045515	130.191	29	19.7795	24	39	1994.34	1998	13.709	13.7	0.09	0	0	6	6	3	0.8	2	0.7	2.3	12.832	0.02	5	12.602	0.02	5	12.496	0.02	5	14.287	1	13.754	0	13.972	1	13.67	0	13.608	4	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0.99	0	0	1	0
612	NGC_2632	549-045516	130.193	127	19.7357	128	209	1986.27	1985.2	16.27	16.37	-9999.99	0	0	1	1	2	14.7	5.4	9.4	5.3	15.418	0.05	5	14.921	0.07	5	14.843	0.11	6	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
613	NGC_2632	549-045517	130.195	75	19.7275	76	114	1992.42	1993.55	15.896	15.729	0.4	0	0	2	2	2	-45.4	3.9	26.5	4.2	14.265	0.03	5	13.715	0.03	5	13.533	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
614	NGC_2632	549-045519	130.2	23	19.6589	39	53	1982.24	1983.01	10.859	10.833	0.02	0	0	6	6	7	-36.7	0.8	-13.4	1.4	9.693	0.03	5	9.34	0.02	5	9.254	0.02	5	11.757	3	10.991	0	11.345	1	10.782	2	10.634	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
615	NGC_2632	549-045520	130.213	61	19.6297	63	91	1994.93	1995.5	15.968	15.749	0.18	0	0	3	3	2	-0.5	3.7	0.7	3.9	14.074	0.03	5	13.466	0.03	5	13.324	0.04	5	17.398	1	16.161	1	16.85	1	15.767	13	15.224	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
616	NGC_2632	549-045521	130.215	43	19.6005	46	63	1998.42	1998.51	15.216	15.191	0.1	0	0	3	3	2	-2.1	3.8	-7.3	4.1	14.081	0.03	5	13.689	0.03	5	13.629	0.05	5	16.373	7	15.302	11	15.845	4	15.001	4	14.705	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
617	NGC_2632	549-045522	130.233	78	19.636	65	108	1996.32	1994.88	12.46	12.5	0.07	0	0	6	4	3	-17.8	6.9	10	5.5	10.736	0.03	5	10.185	0.03	5	10.008	0.02	5	13.729	2	12.76	1	13.228	1	12.401	1	11.997	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0.02	0	0	0	0	0
618	NGC_2632	549-045523	130.236	30	19.7348	19	36	1996.59	1996.78	12.02	11.995	0.04	0	0	6	4	4	-33.7	2.1	-11.2	1.5	10.719	0.03	5	10.315	0.03	5	10.213	0.02	5	13.095	1	12.198	1	12.613	2	11.92	1	11.713	2	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0.99	0.99	1	1	1
619	NGC_2632	549-045524	130.239	177	19.7101	147	249	1990.52	1993.19	16.39	16.168	-9999.99	0	0	1	1	2	34.7	8.5	-41.8	7.9	14.389	0.03	5	13.757	0.03	5	13.505	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
620	NGC_2632	549-045525	130.24	66	19.7584	107	144	1993.95	1985.18	15.628	15.501	0.19	0	0	2	2	2	-9.8	3.7	27.8	4.5	14.008	0.03	5	13.456	0.04	5	13.334	0.04	5	16.771	7	15.774	1	16.273	4	15.391	2	15.19	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
621	NGC_2632	549-045526	130.241	111	19.726	96	174	1981.75	1988.96	16.018	16.347	0.47	0	0	2	2	2	-3.7	4.4	-8.1	4.4	15.061	0.04	5	14.762	0.07	5	14.661	0.1	5	16.971	1	16.262	11	16.62	6	16.189	4	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0.99	0	0	1	0
622	NGC_2632	549-045527	130.245	68	19.6393	78	110	1993.62	1992.52	15.953	15.771	0.07	0	0	2	2	2	-2.3	3.7	-10.3	4.1	14.767	0.03	5	14.419	0.06	5	14.254	0.07	5	16.64	7	15.971	1	16.299	1	15.803	1	15.417	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.96	0.94	0	0	1	0
623	NGC_2632	549-045528	130.246	53	19.6322	47	72	1996.92	1998.31	15.234	15.178	0.05	0	0	4	4	2	13.7	3.8	-12.2	4.1	13.995	0.03	5	13.613	0.03	5	13.463	0.04	5	16.072	3	15.318	3	15.638	4	15.081	3	14.831	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0.1	0	0	0	0	0
624	NGC_2632	549-045529	130.246	68	19.781	69	102	1993.57	1994.33	15.775	15.742	0.22	0	0	2	2	2	1	3.7	-2.9	4	14.697	0.04	5	14.311	0.04	5	14.203	0.06	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
625	NGC_2632	549-045530	130.258	37	19.7903	32	53	1994.93	1993.42	14.401	14.339	0.15	0	0	4	3	3	-14.4	3	-9	2.6	13.087	0.02	5	12.678	0.02	5	12.615	0.02	5	15.236	3	14.425	2	14.78	0	14.201	1	14.027	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0.6	0.71	0	0	1	0
626	NGC_2632	549-045531	130.272	23	19.7469	24	34	1996.27	1997.65	12.89	12.913	0.07	0	0	4	4	3	9.9	1.8	33.1	2.2	11.456	0.02	5	10.954	0.02	5	10.872	0.02	5	14.073	1	13.118	1	13.568	1	12.802	2	12.55	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
627	NGC_2632	549-045532	130.277	62	19.7715	43	77	1996.06	1999.01	15.002	14.94	0.11	0	0	3	3	2	3.3	4.1	-8.9	4.3	13.823	0.03	5	13.463	0.03	5	13.433	0.04	5	15.856	7	15.047	1	15.41	1	14.892	1	14.74	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.98	0.99	0	0	1	0
628	NGC_2632	549-045533	130.282	27	19.6063	30	41	1995.85	1997.13	13.726	13.65	0.13	0	0	4	4	3	-1.6	2.1	0.3	2.5	12.649	0.02	5	12.342	0.02	5	12.244	0.02	5	14.363	2	13.753	1	14.018	3	13.597	2	13.469	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
629	NGC_2632	549-045534	130.283	35	19.7111	29	49	1996.66	1992.27	14.54	14.442	0.18	0	0	4	3	3	-2	3.1	-8	2.3	13.395	0.03	5	13.096	0.03	25	12.975	0.99	2	15.144	3	14.479	1	14.78	1	14.313	2	14.181	7	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0.99	0	0	1	0
630	NGC_2632	549-045535	130.286	46	19.6487	50	68	1997.95	1997.98	15.387	15.391	0.15	0	0	2	2	2	4.3	3.7	-2.6	4.1	14.179	0.03	5	13.83	0.03	5	13.7	0.04	5	16.334	1	15.505	1	15.821	1	15.296	7	15.067	21	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
631	NGC_2632	549-045536	130.306	126	19.7111	126	224	1980.72	1980.72	16.316	16.05	-9999.99	0	0	1	1	2	-15	5	-9.1	5	15.064	0.04	5	14.409	0.05	5	14.501	0.09	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.58	0	0	0	0	0
632	NGC_2632	549-045537	130.311	97	19.7381	97	147	1992.43	1991.85	15.911	16.466	0.46	0	0	2	2	2	-10.8	5	-23.3	4.9	13.97	0.03	5	13.286	0.03	5	13.12	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
633	NGC_2632	549-045538	130.316	134	19.6309	137	275	1972.38	1974.3	15.896	16.267	-9999.99	0	0	1	1	2	-0.1	5.2	-14.9	5.3	15.569	0.06	5	15.142	0.08	5	15.156	0.15	6	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	7	0	0	0	0.41	0.47	0	0	0	0
634	NGC_2632	549-045539	130.317	35	19.7476	29	47	1996.68	1995.62	13.504	13.528	0.08	0	0	4	4	3	-37.6	2.8	-16.9	2.3	12.217	0.02	5	11.812	0.02	5	11.709	0.02	5	14.571	3	13.702	1	14.084	0	13.421	1	13.242	2	0	0	0	0	0	0	1	0	0	1	0	0	0.94	0.97	0.97	1	1	1	1
635	NGC_2632	549-045540	130.318	84	19.7646	89	135	1989.63	1989.96	15.717	16.33	-9999.99	0	0	1	1	2	2.7	3.9	-2.2	4.2	14.907	0.04	5	14.361	0.05	5	14.342	0.07	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
636	NGC_2632	549-045541	130.333	24	19.6346	36	45	1996.41	1996.89	13.187	13.199	0.08	0	0	4	4	3	-37.8	2.1	-11.3	3.3	11.455	0.02	5	10.896	0.02	5	10.762	0.02	5	14.751	1	13.555	3	14.164	0	13.08	1	12.718	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0.99	1	1	1	1
637	NGC_2632	549-045542	130.334	36	19.7756	36	52	1996.13	1998.51	14.394	14.303	0.2	0	0	4	3	3	-0.6	3.2	5.4	3.9	12.902	0.02	5	12.443	0.02	5	12.348	0.02	5	15.453	1	14.496	1	14.918	2	14.198	1	13.983	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0.96	0.97	0	0	1	0
638	NGC_2632	549-045543	130.335	50	19.6229	53	74	1996.97	1997	15.155	15.436	0.24	0	0	2	2	2	-33	3.6	-6.8	3.8	12.676	0.02	5	11.956	0.03	5	11.789	0.02	5	17.443	1	15.983	1	16.708	1	15.297	7	14.347	4	0	0	0	0	0	0	0	0	0	1	0	0	0.67	0.91	0.87	0.93	1	1	1
639	NGC_2632	549-045544	130.336	120	19.7332	122	214	1980.44	1980.79	15.999	16.404	-9999.99	0	0	1	1	2	-11.6	4.7	-7.8	4.8	14.896	0.04	5	14.268	0.05	5	14.23	0.07	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.94	0.91	0	0	1	0
640	NGC_2632	549-045545	130.35	48	19.6163	51	71	1997.47	1997.78	15.165	15.09	0.19	0	0	3	2	2	3.5	3.7	-3.6	4	13.856	0.03	5	13.39	0.03	5	13.254	0.04	5	16.284	10	15.433	3	15.822	7	15.141	3	14.948	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
641	NGC_2632	549-045546	130.37	17	19.7467	17	29	1975.34	1976.04	10.848	10.83	0.02	0	0	4	4	5	-39.1	0.5	-14.1	0.5	9.812	0.02	5	9.549	0.02	5	9.469	0.02	5	11.605	2	10.933	2	11.225	0	10.765	1	10.669	1	0	0	1	1	0	1	1	0	0	1	0	0	0.99	0.99	0.98	1	1	1	1
642	NGC_2632	549-045547	130.372	60	19.7684	70	96	1995.4	1994.02	16.096	15.771	0.35	0	0	2	2	2	31.4	3.7	2.4	3.9	14.702	0.04	5	14.258	0.05	5	14.144	0.06	5	17.236	11	16.046	1	16.381	1	15.865	1	15.375	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
643	NGC_2632	549-045548	130.378	65	19.7821	67	97	1994.62	1995.21	15.724	16.06	0.07	0	0	2	2	2	-2.8	3.8	-3.7	4.1	14.497	0.03	5	14.127	0.04	5	14.015	0.06	5	16.999	4	16.105	7	16.495	2	15.746	2	15.465	12	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
644	NGC_2632	549-045549	130.391	43	19.6786	45	62	1998.47	1998.68	15.168	15.317	0.04	0	0	2	2	2	-2.6	3.8	-14.4	4.2	14.195	0.03	5	13.822	0.03	5	13.812	0.05	5	16.281	7	15.49	4	15.782	1	15.293	1	15.273	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.61	0.4	0	0	0	0
645	NGC_2632	549-045550	130.395	22	19.7315	21	32	1993.61	1994.77	11.939	11.945	0.05	0	0	4	4	4	-2.8	1.2	-3.5	1.4	10.394	0.02	5	9.912	0.02	5	9.806	0.02	5	13.174	2	12.137	1	12.623	1	11.824	2	11.566	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
646	NGC_2632	549-045551	130.396	11	19.6625	12	21	1990.3	1989.89	8.797	8.776	0.08	0	0	4	2	13	-15.7	1	-9.9	1	6.596	0.03	5	6.071	0.02	5	5.955	0.02	5	9.55	2	9	7	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	1	0	0	1	0	0	1	0	0	0	0.4	0.24	0	0	0	0
647	NGC_2632	549-045553	130.401	21	19.7018	31	44	1992.47	1974.15	12.045	12.031	0.05	0	0	4	4	5	9.2	1	-11.4	0.9	11.121	0.02	5	10.905	0.02	5	10.867	0.02	5	12.563	2	12.047	1	12.266	1	11.949	2	11.881	3	0	0	1	1	0	1	1	0	0	1	0	0	0	0.5	0.36	0	0	0	0
648	NGC_2632	549-045555	130.403	42	19.6959	40	58	1998.57	1999.26	14.546	14.806	0.18	0	0	3	2	2	12.3	3.8	-19.7	4.2	13.075	0.03	5	12.546	0.03	5	12.428	0.02	5	16.285	5	15.035	1	15.604	1	14.628	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
649	NGC_2632	549-045556	130.408	104	19.6992	107	177	1983.67	1984.9	15.957	16.371	-9999.99	0	0	1	1	2	0.7	4.2	-4.5	4.5	15.141	0.04	5	14.926	0.06	5	14.619	0.08	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
650	NGC_2632	549-045558	130.418	78	19.6586	37	91	1993.17	1999.54	14.713	14.861	0.14	0	0	3	2	2	-26.5	4.2	-11.4	4.2	13.885	0.02	5	13.585	0.02	5	13.496	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.67	0.33	0	0.02	1	0	0
651	NGC_2632	549-045559	130.426	19	19.6605	18	38	1973.88	1965.76	9.586	9.559	0.02	0	0	4	1	10	-37.1	0.7	-13.3	0.6	8.693	0.03	5	8.57	0.02	5	8.476	0.02	5	10.028	1	9.591	4	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0.99	1	1	1	1
652	NGC_2632	549-045560	130.432	58	19.7257	61	86	1996.43	1996.87	15.199	15.426	0.08	0	0	2	2	2	0.3	4	3.5	4.3	14.355	0.03	5	13.959	0.04	5	14.046	0.05	5	16.293	6	15.518	3	15.862	5	15.35	4	15.203	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.98	0.97	0	0	1	0
653	NGC_2632	549-045561	130.435	115	19.6364	113	194	1983.34	1983.67	16.276	16.557	-9999.99	0	0	1	1	2	-1	4.7	3.6	4.6	15.063	0.04	5	14.572	0.05	5	14.449	0.07	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.99	0.98	0	0	1	0
654	NGC_2632	549-045562	130.437	51	19.6757	51	80	1987.61	1990.92	12.703	12.678	0.07	0	0	4	4	5	2.7	2	-6.7	2.6	11.674	0.02	5	11.412	0.02	5	11.374	0.02	5	13.375	2	12.744	1	13.025	2	12.611	1	12.493	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0
655	NGC_2632	549-045563	130.459	60	19.6596	74	99	1996.06	1993.61	15.799	15.75	0.08	0	0	2	2	2	-38.8	3.9	-9.4	4.1	12.737	0.02	5	12.134	0.02	5	11.891	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.99	0.99	0.98	1	1	1	1
656	NGC_2632	549-045564	130.459	66	19.6146	67	98	1993.96	1994.77	15.864	15.709	0.22	0	0	2	2	2	-1.5	3.7	-1.3	3.9	14.672	0.03	5	14.275	0.05	5	14.151	0.06	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
657	NGC_2632	549-045566	130.468	64	19.7374	70	99	1994.47	1994.21	15.952	15.68	0.04	0	0	2	2	2	-6.5	3.7	-1.2	4	14.747	0.04	5	14.373	0.04	5	14.262	0.07	5	16.63	3	15.894	0	16.194	2	15.752	2	15.505	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
