┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
68	NGC_2682	508-049268	132.952	14	11.5544	21	26	1996.41	1996.32	11.75	11.718	0.03	0	0	6	6	4	-7	1	-1.8	1.6	10.239	0.02	5	9.736	0.02	5	9.651	0.02	5	13.015	4	12.016	3	12.567	26	11.715	4	11.489	8	0	0	0	1	0	0	1	0	0	1	0	0	0.93	0.99	0.98	0.9	1	1	1
69	NGC_2682	508-049270	132.953	32	11.517	52	62	1998.11	1995.9	15.424	15.282	0.11	0	0	4	4	2	-3.1	2.8	2.7	3.5	14.261	0.03	5	13.909	0.04	5	13.873	0.04	5	16.007	3	15.435	4	15.758	25	15.295	3	15.129	3	0	0	0	0	0	0	0	0	0	1	0	0	0.24	0.33	0.31	0.08	0	0	0
70	NGC_2682	508-049272	132.957	69	11.5326	54	97	1986.95	1995.15	15.796	15.454	0.14	0	0	3	3	2	-7.3	3.1	-5.4	3.3	14.173	0.03	25	13.721	0.04	5	13.613	0.04	5	16.788	10	15.825	4	16.408	27	15.583	2	15.259	7	0	0	0	0	0	0	0	0	0	1	0	0	0.91	1	0.99	0.94	1	1	1
71	NGC_2682	508-049273	132.958	14	11.5551	26	30	1996.87	1997.23	12.589	12.573	0.05	0	0	6	6	4	-8	1	-3.9	2	11.632	0.02	5	11.372	0.02	5	11.319	0.02	5	13.261	2	12.712	1	13.051	26	12.585	3	12.519	8	0	0	0	1	0	0	1	0	0	1	0	0	0.89	1	1	0.95	1	1	1
72	NGC_2682	508-049275	132.962	38	11.5033	37	53	1996.99	1998.32	15.513	15.56	0.06	0	0	4	4	2	-12.6	2.8	5.7	3.3	14.073	0.03	5	13.619	0.03	5	13.584	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	7	0	0	0.01	0.95	0	0	0	0	0
73	NGC_2682	508-049277	132.966	51	11.5001	37	66	1996.11	1997.55	13.689	13.626	0.08	0	0	10	10	3	-5.2	4.6	0.7	3.6	12.65	0.02	5	12.377	0.02	5	12.317	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0.82	0.81	0.66	0.56	1	1	1
74	NGC_2682	508-049279	132.969	160	11.5306	136	357	1964.78	1971.96	16.579	16.028	-9999.99	0	0	1	1	2	28.4	7	-46.2	5.4	14.497	0.03	5	13.872	0.03	5	13.715	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
75	NGC_2682	508-049280	132.969	38	11.513	32	50	1997.28	1998.92	13.656	13.624	0.07	0	0	8	7	3	-13.9	3.3	-0.1	3.7	12.649	0.02	5	12.377	0.02	5	12.362	0.02	5	14.322	5	13.741	3	14.078	25	13.603	3	13.523	8	0	0	0	0	0	0	1	0	0	1	0	0	0.76	0.98	0.97	0.53	1	1	1
76	NGC_2682	508-049281	132.97	30	11.5828	26	39	1998.66	1999.71	14.884	14.711	0.07	0	0	4	4	2	-11	2.8	-2.9	3.4	13.491	0.02	5	13.022	0.03	5	12.968	0.03	5	15.783	4	15.001	4	15.448	25	14.769	2	14.567	11	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.93	1	1	1
77	NGC_2682	508-049282	132.97	20	11.4991	51	56	1995.88	1997.81	13.139	13.079	0.06	0	0	10	9	3	-12.1	1.7	1.3	4.9	12.12	0.02	5	11.873	0.02	5	11.802	0.02	5	13.994	12	13.262	3	13.934	1	13.146	1	13.072	16	0	0	0	0	0	0	1	0	0	1	0	0	0.71	0.99	0.98	0.36	1	1	0
78	NGC_2682	508-049283	132.974	19	11.5187	19	26	1999.26	1999.48	13.538	13.526	0.06	0	0	6	6	3	0.1	2.3	-3.4	2.5	12.059	0.02	5	11.576	0.02	5	11.472	0.02	5	14.709	4	13.787	1	14.293	25	13.527	4	13.278	4	0	0	0	0	0	0	1	0	0	1	0	0	0.65	0.23	0.17	0.41	1	0	0
79	NGC_2682	508-049284	132.978	20	11.5952	20	28	1998.8	1999.75	14.42	14.406	0.08	0	0	6	6	2	-21.1	2.8	-1.5	3.8	13.231	0.02	5	12.897	0.02	5	12.858	0.03	5	14.587	1	14.227	1	14.554	34	13.863	15	13.834	17	0	0	0	0	0	0	1	0	0	0	0	0	0.01	0.58	0.45	0.02	0	0	0
80	NGC_2682	508-049286	132.98	51	11.5926	25	58	1997.76	1997.55	13.842	13.95	0.15	0	0	6	6	3	-6.9	5.6	-6.6	2.7	12.918	0.02	5	12.696	0.02	5	12.551	0.02	5	14.939	1	14.054	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0.93	0.99	0.99	0.91	1	1	1
81	NGC_2682	508-049289	132.985	16	11.5308	18	24	1996.54	1998.56	13.165	13.177	0.07	0	0	4	4	3	23.1	1.4	-23.5	1.9	12.07	0.02	5	11.733	0.02	5	11.682	0.02	5	14.078	5	13.345	3	13.743	24	13.149	4	13.035	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
82	NGC_2682	508-049290	132.987	101	11.564	112	214	1971.99	1976.45	15.874	16.397	-9999.99	0	0	1	1	2	3.8	4	-2.8	4.4	15.575	0.06	5	15.258	0.09	5	15.42	0.15	7	17.768	17	16.909	1	-9999.99	-9999.99	16.622	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.03	0.01	0	0.03	0	0	0
83	NGC_2682	508-049292	132.997	37	11.5742	37	53	1997.41	1998.43	15.125	14.97	0.21	0	0	3	3	2	2.6	2.9	-16.1	3.4	13.88	0.03	5	13.533	0.03	5	13.444	0.04	5	15.923	9	15.182	3	15.599	24	14.999	2	14.88	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
84	NGC_2682	508-049296	133.037	51	11.5735	54	78	1993.42	1995.15	15.924	15.56	0.21	0	0	2	2	2	-12	2.8	-0.7	3.3	14.159	0.03	5	13.662	0.04	5	13.583	0.03	5	16.898	5	15.93	8	16.55	28	15.633	5	15.224	1	0	0	0	0	0	0	0	0	0	1	0	0	0.89	1	1	0.78	1	1	1
85	NGC_2682	508-049304	133.066	72	11.5966	85	129	1986.42	1986.97	16.255	16.145	0.07	1	0	2	1	2	-4.4	3.1	-4.6	3.8	15.226	0.04	5	14.906	0.07	5	15.003	0.11	6	17.037	1	16.392	1	16.711	5	16.227	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.92	0.96	0.89	1	1	1
86	NGC_2682	509-047117	132.482	75	11.7624	49	113	1976.72	1993.07	15.767	15.571	0.19	1	0	2	2	2	-6	2.9	-10.2	2.6	14.517	0.03	5	14.131	0.05	5	14.172	0.05	5	16.586	3	15.809	6	16.393	55	15.645	6	15.399	10	0	0	0	0	0	0	0	0	0	1	0	0	0.78	0.96	0.82	0.39	1	1	0
87	NGC_2682	509-047118	132.484	94	11.7724	94	204	1971.36	1969.53	16.185	16.569	-9999.99	0	0	1	1	2	-0.4	3.7	4.1	3.7	15.389	0.04	5	14.94	0.07	5	14.832	0.1	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.01	0.05	0.02	0	0	0	0
88	NGC_2682	509-047121	132.491	24	11.7418	30	39	1996.45	1996.39	14.359	14.307	0.09	1	0	4	4	3	-2.2	1.8	-7.1	2.2	12.863	0.02	5	12.329	0.02	5	12.237	0.02	5	15.422	4	14.58	1	15.225	52	14.263	2	14.159	36	0	0	0	0	0	0	1	0	0	1	0	0	0.84	0.65	0.49	0.56	1	0	1
89	NGC_2682	509-047122	132.491	22	11.7134	25	38	1988.74	1989.37	13.127	13.133	0.07	1	0	4	4	4	0.1	1.1	-1.6	1.3	12.218	0.02	5	11.964	0.02	5	11.915	0.02	5	13.746	7	13.261	2	13.657	49	13.137	2	13.178	31	0	0	0	1	0	0	1	0	0	1	0	0	0.52	0.2	0.11	0.32	1	0	0
90	NGC_2682	509-047126	132.502	15	11.7327	25	32	1989.07	1987.5	10.697	10.663	0.01	1	0	4	4	6	-4.1	0.7	-5.3	1	9.369	0.02	5	8.942	0.02	5	8.866	0.02	5	11.724	1	10.907	1	11.504	49	10.669	1	10.605	36	0	0	0	1	1	0	1	1	0	1	0	0	0.93	0.89	0.72	0.86	1	1	1
91	NGC_2682	509-047127	132.504	57	11.7027	22	69	1990.61	1995.59	14.073	14.008	0.11	1	0	4	4	3	-9.5	3.5	-8.9	1.8	13.037	0.02	5	12.742	0.02	5	12.666	0.02	5	14.803	1	14.28	1	14.423	1	14.187	1	13.946	5	0	0	0	0	0	0	1	0	0	1	0	0	0.9	1	1	0.8	1	1	1
92	NGC_2682	509-047128	132.506	37	11.7067	32	51	1993.03	1996.49	15.108	15.038	0.05	1	0	3	3	2	6.5	2	0.5	2.2	13.487	0.02	5	12.92	0.03	5	12.798	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
93	NGC_2682	509-047130	132.51	54	11.7525	56	91	1984.6	1985.69	15.914	16.036	0.29	1	0	2	2	2	-5.4	2.3	-4.6	2.4	14.404	0.03	5	13.975	0.04	5	13.782	0.04	5	17.523	21	16.297	12	17.063	51	15.967	3	15.688	1	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.97	0.89	0.92	1	1	1
94	NGC_2682	509-047132	132.519	40	11.6939	41	61	1995.6	1994.15	13.903	13.916	0.1	1	0	4	4	3	-22.4	3.2	0.9	2.9	12.846	0.02	5	12.526	0.02	5	12.444	0.02	5	14.734	1	14.083	0	14.556	46	13.918	1	13.919	34	0	0	0	0	0	0	1	0	0	1	0	0	0	0.16	0	0	0	0	0
95	NGC_2682	509-047133	132.534	46	11.6543	46	67	1994.77	1996.63	15.564	15.637	0.07	1	0	2	2	2	-0.8	2.8	0.9	3.3	14.298	0.03	5	13.813	0.04	5	13.751	0.04	5	16.693	8	15.849	3	16.445	54	15.61	6	15.445	18	0	0	0	0	0	0	0	0	0	1	0	0	0.31	0.21	0.1	0.15	0	0	0
96	NGC_2682	509-047134	132.535	97	11.7739	98	191	1976.89	1973.7	16.298	16.464	-9999.99	0	0	1	1	2	1.1	3.8	-1.1	3.8	14.309	0.03	5	13.623	0.03	5	13.435	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.26	0.09	0.03	0.15	0	0	0
97	NGC_2682	509-047135	132.54	36	11.645	42	58	1995.91	1995.71	14.239	14.359	0.14	1	0	4	4	3	-11.1	2.6	-1.3	3.5	13.318	0.02	5	13.006	0.03	5	12.985	0.03	5	15.159	6	14.494	3	14.964	43	14.335	2	14.372	34	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.86	1	1	1
98	NGC_2682	509-047136	132.549	54	11.7831	52	87	1983.8	1989.14	15.933	16.008	0.11	1	0	2	2	2	-1.6	2.2	-5	2.4	14.349	0.03	5	13.836	0.03	5	13.846	0.05	5	16.726	5	15.996	4	16.55	42	15.696	3	15.396	16	0	0	0	0	0	0	0	0	0	1	0	0	0.85	0.54	0.22	0.66	1	0	1
99	NGC_2682	509-047137	132.551	45	11.7147	47	70	1990.5	1992.23	15.075	14.96	0.06	1	0	3	1	2	-9.4	2.2	-7.5	2.4	13.759	0.02	5	13.343	0.03	5	13.318	0.03	5	15.968	3	15.167	3	15.719	50	14.953	2	14.959	34	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.9	1	1	1
100	NGC_2682	509-047138	132.553	30	11.6683	30	42	1998.69	1999.35	14.906	15.06	0.19	1	0	3	3	2	2	2.9	-7.3	3.4	14.007	0.03	5	13.682	0.03	5	13.62	0.04	5	15.769	9	15.13	3	15.587	46	14.987	3	14.986	28	0	0	0	0	0	0	0	0	0	1	0	0	0.16	0.07	0.03	0.05	0	0	0
101	NGC_2682	509-047139	132.555	68	11.6225	84	125	1987.74	1986.54	15.737	15.745	0.28	1	0	2	2	2	-8.6	3.1	-8.4	3.7	14.32	0.03	5	13.86	0.04	5	13.74	0.04	5	16.958	1	15.996	3	16.658	45	15.681	8	15.528	21	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	1	0.84	1	1	1
102	NGC_2682	509-047140	132.561	33	11.7416	33	48	1995.07	1996.54	14.923	14.966	0.13	1	0	3	3	2	-12.6	2	-5.3	2.3	13.733	0.02	5	13.352	0.03	5	13.26	0.03	5	15.967	11	15.134	3	15.682	43	14.923	2	14.95	41	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.93	1	1	1
103	NGC_2682	509-047142	132.564	62	11.707	32	74	1995.13	1991.77	14.565	14.58	0.04	1	0	4	4	3	-9.2	4.3	-2.3	2	13.227	0.02	5	12.699	0.02	5	12.642	0.02	5	15.796	9	14.864	2	15.468	45	14.596	2	14.541	34	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
104	NGC_2682	509-047143	132.566	26	11.6616	24	35	1999.34	1999.96	14.304	14.32	0.08	1	0	4	4	2	-2	3	-3.6	3.5	12.98	0.02	5	12.551	0.02	5	12.482	0.03	5	15.412	7	14.546	2	15.071	40	14.311	3	14.184	28	0	0	0	0	0	0	0	0	0	1	0	0	0.87	0.59	0.39	0.72	1	0	1
105	NGC_2682	509-047144	132.571	96	11.71	95	196	1973.35	1972.57	16.43	16.466	-9999.99	0	0	1	1	2	-4.7	3.8	-5.1	3.7	15.677	0.06	5	15.16	0.09	5	15.209	0.13	6	18.491	30	17.435	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.94	0.86	0.89	1	1	1
106	NGC_2682	509-047145	132.573	113	11.6701	115	237	1972.2	1973.47	16.412	16.154	-9999.99	0	0	1	1	2	-7.1	4.5	-22.3	4.6	14.743	0.03	5	14.183	0.04	5	14.144	0.05	5	17.714	16	16.836	4	17.558	46	16.367	6	16.152	49	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
107	NGC_2682	509-047147	132.582	34	11.7083	34	50	1994.43	1996.08	14.949	14.857	0.12	1	0	3	3	2	-5.8	2	-21.6	2.2	13.454	0.02	5	12.989	0.03	5	12.806	0.02	5	16.145	6	15.175	3	15.807	44	14.824	3	14.716	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
108	NGC_2682	509-047148	132.582	30	11.7624	29	42	1996.52	1997.7	14.934	14.844	0.14	1	0	4	4	2	-2.6	2.1	-2.1	2.4	13.771	0.03	5	13.456	0.03	5	13.448	0.04	5	15.563	11	14.945	6	15.388	43	14.782	5	14.759	30	0	0	0	0	0	0	0	0	0	1	0	0	0.87	0.65	0.5	0.73	1	0	1
109	NGC_2682	509-047149	132.583	57	11.7431	69	112	1981.76	1979.94	16.084	15.826	0.28	1	0	2	2	2	0.6	2.3	-7.9	2.7	14.772	0.03	5	14.429	0.05	5	14.394	0.07	5	16.919	5	16.056	2	16.656	43	15.897	3	15.758	7	0	0	0	0	0	0	0	0	0	1	0	0	0.35	0.2	0.13	0.1	0	0	0
110	NGC_2682	509-047150	132.585	111	11.6112	119	255	1969	1970.96	16.188	16.303	-9999.99	0	0	1	1	2	-13.1	4.5	-7.2	4.8	15.31	0.05	5	15.026	0.07	5	14.926	0.1	5	17.343	1	16.718	6	16.965	4	16.617	2	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.9	1	0.99	0.88	1	1	1
111	NGC_2682	509-047151	132.588	86	11.7961	70	220	1958.64	1979.68	15.911	15.867	0.43	1	0	2	2	2	-3.8	4.4	-9.3	2.8	14.909	0.04	5	14.598	0.05	5	14.579	0.07	5	16.79	9	16.105	8	16.381	1	15.938	10	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.78	0.83	0.75	0.38	1	1	0
112	NGC_2682	509-047152	132.59	20	11.6821	21	29	1997.48	1996.56	13.579	13.53	0.09	1	35	4	4	3	-15.6	1.7	-5	1.8	12.612	0.03	25	12.316	0.03	5	12.283	0.03	5	14.188	7	13.585	3	14.017	43	13.415	3	13.443	30	0	0	0	0	0	0	8	0	0	8	0	0	0.82	0.99	0.98	0.81	1	1	1
113	NGC_2682	509-047153	132.59	62	11.7124	57	103	1980.2	1986.09	15.268	15.785	0.53	1	0	2	2	2	3.6	2.5	-4.5	2.4	14.058	0.03	5	13.454	0.03	5	13.384	0.03	5	17.22	9	16.094	7	16.913	48	15.723	4	15.658	45	0	0	0	0	0	0	0	0	0	1	0	0	0.05	0.01	0.01	0.03	0	0	0
114	NGC_2682	509-047155	132.596	40	11.6217	31	51	1997	1999.26	14.986	14.831	0.17	1	0	3	2	2	-12.8	2.9	-1.2	3.4	13.702	0.02	5	13.32	0.03	5	13.266	0.03	5	15.79	5	15.04	4	15.562	41	14.842	4	14.755	23	0	0	0	0	0	0	0	0	0	1	0	0	0.89	1	0.99	0.79	1	1	1
115	NGC_2682	509-047156	132.6	62	11.7787	61	107	1979.9	1985.06	15.983	16.004	0.04	1	0	2	2	2	1	2.5	-1.2	2.6	14.716	0.03	5	14.366	0.05	5	14.272	0.06	5	16.82	9	16.083	3	16.601	37	15.889	4	15.634	33	0	0	0	0	0	0	0	0	0	1	0	0	0.29	0.1	0.11	0.17	0	0	0
116	NGC_2682	509-047157	132.601	23	11.6662	23	33	1997.87	1996.42	13.822	13.879	0.1	1	0	4	2	3	3.6	2.2	-15.3	2	12.24	0.02	5	11.708	0.03	5	11.599	0.03	5	15.142	1	14.151	2	14.799	41	13.772	3	13.565	28	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
117	NGC_2682	509-047158	132.612	16	11.7158	17	40	1982.53	1982.55	14.475	14.445	0.09	1	0	3	3	3	-3.5	1.3	-5.6	1.3	13.472	0.02	5	13.163	0.03	5	13.109	0.03	5	15.095	6	14.578	3	14.935	40	14.416	2	14.444	26	0	0	0	0	0	0	1	0	0	1	0	0	0.92	0.83	0.8	0.82	1	1	1
118	NGC_2682	509-047159	132.618	17	11.7027	17	25	1994.69	1994.27	12.82	12.795	0.08	1	0	4	4	4	-10.3	1.1	-3.6	1.1	11.899	0.02	5	11.654	0.02	5	11.587	0.02	5	13.465	7	12.941	3	13.305	40	12.808	2	12.857	29	0	0	0	1	0	0	1	0	0	1	0	0	0.92	1	1	0.95	1	1	1
119	NGC_2682	509-047160	132.619	83	11.6763	76	132	1982.22	1990.41	15.736	15.607	0.12	1	0	2	2	2	4.4	3.4	-6.8	3.7	14.488	0.03	5	14.2	0.04	5	14.151	0.06	5	16.155	5	15.582	3	16.003	39	15.4	4	15.43	25	0	0	0	0	0	0	0	0	0	1	0	0	0.01	0.01	0.01	0.01	0	0	0
120	NGC_2682	509-047161	132.621	20	11.6359	16	28	1997.81	1990.85	13.644	13.652	0.07	1	0	4	4	3	-9.5	1.7	-6.4	1.2	12.692	0.02	5	12.439	0.02	5	12.398	0.03	5	14.386	6	13.812	3	14.198	38	13.667	3	13.661	22	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.94	1	1	1
121	NGC_2682	509-047162	132.626	82	11.7047	86	210	1964.99	1966.15	15.888	16.418	-9999.99	0	0	1	1	2	-3.9	3.5	-4	3.6	14.926	0.04	5	14.499	0.05	5	14.385	0.06	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.92	0.87	0.88	0.87	1	1	1
122	NGC_2682	509-047163	132.641	14	11.7742	14	23	1988.46	1989.78	12.758	12.746	0.07	1	0	4	4	4	-10.2	0.8	-4.5	0.8	11.824	0.02	5	11.596	0.02	5	11.517	0.02	5	13.425	7	12.883	3	13.235	37	12.748	3	12.813	33	0	0	0	1	0	0	1	0	0	1	0	0	0.92	1	1	0.95	1	1	1
123	NGC_2682	509-047164	132.643	20	11.6657	26	33	1995.42	1996.94	12.486	12.481	0.05	1	0	4	4	4	-10.5	1.3	-3.4	2	11.513	0.02	5	11.244	0.02	5	11.177	0.02	5	13.213	3	12.621	2	13.044	39	12.484	2	12.49	26	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.94	1	1	1
124	NGC_2682	509-047165	132.645	43	11.7571	53	75	1990.49	1989	15.506	15.322	0.09	1	0	3	2	2	-8.8	2.1	-6.5	2.4	14.095	0.03	5	13.699	0.03	5	13.576	0.04	5	16.624	9	15.67	2	16.223	38	15.407	4	15.174	2	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.93	1	1	1
125	NGC_2682	509-047166	132.649	52	11.6268	47	73	1993.84	1996.98	15.398	15.232	0.11	1	0	3	3	2	-9.8	3	-0.5	3.5	13.791	0.02	5	13.383	0.03	5	13.331	0.03	5	16.047	3	15.255	4	15.78	36	15.067	4	14.899	18	0	0	0	0	0	0	0	0	0	1	0	0	0.91	1	1	0.82	1	1	1
126	NGC_2682	509-047167	132.65	70	11.6183	53	97	1987.97	1995.07	15.792	15.966	0.09	1	0	2	2	2	-4.5	3.2	-5.6	3.3	14.424	0.03	5	13.888	0.04	5	13.82	0.05	5	17.304	1	16.229	4	16.883	37	15.826	0	15.52	2	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.93	0.87	0.88	1	1	1
127	NGC_2682	509-047168	132.651	15	11.7217	17	24	1990.84	1995.33	12.503	12.478	0.04	1	0	4	4	4	-8.9	0.8	-2.4	1	11.131	0.02	5	10.644	0.02	5	10.552	0.02	5	13.676	5	12.757	3	13.319	37	12.472	3	12.378	28	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
128	NGC_2682	509-047169	132.653	40	11.7854	40	60	1991.85	1993.98	15.314	15.313	0.17	1	0	3	3	2	-8.6	2.1	-5.9	2.3	13.966	0.03	45	13.553	0.03	45	13.432	0.04	45	16.342	3	15.474	1	16.045	36	15.255	5	15.403	60	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	1	0.94	1	1	1
129	NGC_2682	509-047170	132.658	86	11.7598	94	242	1965.02	1961.97	16.341	16.048	-9999.99	0	0	1	1	2	-6.7	3.6	0.2	4.3	14.659	0.03	5	14.198	0.04	5	14.109	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.89	0.95	0.99	0.72	1	1	1
130	NGC_2682	509-047171	132.658	64	11.7404	67	117	1980.32	1980.57	15.782	15.754	-9999.99	0	0	1	1	2	-12.6	2.5	-0.3	2.7	14.505	0.03	5	13.967	0.04	5	13.897	0.04	5	17.25	9	16.368	3	16.842	5	15.974	5	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.86	1	1	0.68	1	1	1
131	NGC_2682	509-047172	132.661	33	11.7768	34	49	1994.74	1995.83	15.325	15.22	0.17	1	0	2	2	2	-10.7	2	-5.5	2.2	13.969	0.03	5	13.573	0.03	5	13.437	0.03	5	16.373	13	15.442	4	16.011	36	15.186	5	15.272	37	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.95	1	1	1
132	NGC_2682	509-047173	132.662	38	11.7821	67	93	1992.69	1981.34	15.146	15.193	0.07	1	0	2	2	2	-5	2	-2.4	2.7	13.754	0.03	5	13.232	0.04	5	13.151	0.03	5	16.359	8	15.415	1	16.012	36	15.144	2	15.015	35	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.93	0.98	0.88	1	1	1
133	NGC_2682	509-047174	132.669	22	11.7032	21	31	1995.46	1997.21	13.885	13.902	0.07	1	0	4	4	3	-9.4	1.5	-2.3	1.7	12.959	0.02	5	12.671	0.03	5	12.559	0.03	5	14.698	6	14.075	4	14.466	37	13.932	3	13.929	24	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
134	NGC_2682	509-047175	132.67	20	11.7962	38	51	1987.75	1987.86	12.74	12.726	0.06	1	0	4	4	4	-9.6	0.9	-3.8	2.2	11.793	0.02	5	11.54	0.02	5	11.498	0.02	5	13.355	2	12.839	2	13.211	35	12.716	2	12.768	31	0	0	0	1	0	0	1	0	0	1	0	0	0.91	1	1	0.95	1	1	1
135	NGC_2682	509-047176	132.673	16	11.7417	21	27	1993.11	1994.97	12.186	12.163	0.05	1	0	4	4	4	-11.4	0.9	-0.6	1.2	10.964	0.02	5	10.556	0.02	5	10.476	0.02	5	13.158	6	12.381	3	12.86	34	12.171	3	12.113	28	0	0	0	1	0	0	1	0	0	1	0	0	0.9	1	1	0.79	1	1	1
136	NGC_2682	509-047177	132.675	16	11.6146	17	24	1995.68	1995.45	12.504	12.502	0.04	1	0	4	4	5	-10.3	1.1	-2.4	1.1	11.41	0.02	5	11.062	0.02	5	10.998	0.02	5	13.36	6	12.648	3	13.094	35	12.466	3	12.403	19	0	0	0	1	0	0	7	0	0	7	0	0	0.93	1	1	0.92	1	1	1
137	NGC_2682	509-047179	132.677	18	11.6637	28	33	1996.83	1997.99	13.319	13.284	0.07	1	0	4	4	4	-9.6	1.3	-5	2.4	12.341	0.02	5	12.143	0.02	5	12.032	0.02	5	14.023	6	13.437	3	13.828	36	13.283	3	13.295	22	0	0	0	1	0	0	1	0	0	1	0	0	0.91	1	1	0.95	1	1	1
138	NGC_2682	509-047180	132.682	65	11.7574	64	108	1984.52	1984.41	15.911	16.283	-9999.99	0	0	1	1	2	-6.7	2.7	-3.2	2.6	14.608	0.03	5	13.976	0.04	5	13.882	0.05	5	17.461	12	16.634	12	17.044	5	16.151	6	15.887	16	0	0	0	0	0	0	0	0	0	1	0	0	0.92	0.99	1	0.93	1	1	1
139	NGC_2682	509-047181	132.683	20	11.742	34	40	1998.5	1995.39	13.893	13.881	0.11	1	0	4	4	2	-8	1.8	-6.3	2.2	12.776	0.02	5	12.312	0.02	5	12.254	0.02	5	14.883	7	14.139	3	14.601	34	13.919	3	13.864	30	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	1	0.93	1	1	1
140	NGC_2682	509-047182	132.683	39	11.7137	73	104	1992.03	1978.31	15.376	15.409	0.19	1	0	2	2	2	-10.8	2	-9.1	2.8	14.128	0.03	5	13.728	0.03	5	13.592	0.04	5	16.668	9	15.691	2	16.274	33	15.476	5	15.36	24	0	0	0	0	0	0	0	0	0	1	0	0	0.88	1	1	0.77	1	1	1
