┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
738	NGC_2682	510-048680	132.951	29	11.992	28	41	1996.29	1997.58	15.022	14.968	0.1	1	35	6	6	2	-8.4	2	-5.8	2.2	13.631	0.03	5	13.17	0.03	5	13.07	0.03	5	16.069	14	15.206	9	15.577	14	14.937	8	14.728	16	0	0	0	0	0	0	0	0	0	2	0	0	0.91	1	1	0.94	1	1	1
739	NGC_2682	510-048681	132.951	30	11.8533	15	34	1996.06	1996.31	12.419	12.388	0.05	1	0	6	4	3	-17.4	2.1	-4.5	1.1	11.316	0.02	5	11.012	0.02	5	10.943	0.02	5	13.218	11	12.559	9	12.878	19	12.374	5	12.267	13	0	0	0	0	0	0	1	0	0	1	0	0	0.57	0.98	0.99	0.6	1	1	1
740	NGC_2682	510-048682	132.953	13	11.821	22	27	1994.31	1992.04	10.95	10.925	0.02	1	0	6	6	6	-8.8	0.8	-2.8	1	10.488	0.02	5	10.427	0.02	5	10.402	0.02	5	11.137	11	10.923	8	11.013	19	10.937	5	11.098	14	0	0	0	1	1	0	1	1	0	0	0	0	0.92	1	1	0.94	1	1	1
741	NGC_2682	510-048683	132.953	34	11.9721	35	51	1994.55	1995.66	14.981	14.913	0.22	1	0	3	3	2	7.4	2	-17.7	2.3	13.467	0.03	5	12.949	0.02	5	12.849	0.03	5	16.389	10	15.409	6	15.862	13	15.105	12	14.715	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
742	NGC_2682	510-048684	132.953	55	11.9476	72	99	1996.47	1992.22	12.692	12.656	0.06	1	0	6	6	3	-16.4	4.2	-2.7	4.9	11.256	0.02	5	10.779	0.02	5	10.705	0.02	5	13.828	3	12.903	2	13.383	17	12.647	8	12.439	11	0	0	0	0	0	0	1	0	0	1	0	0	0.7	0.98	0.98	0.63	1	1	1
743	NGC_2682	510-048685	132.954	129	11.8006	37	138	1997.03	1996.92	14.428	14.333	0.09	1	0	6	6	3	9.4	10.9	-14.8	3.2	13.288	0.02	5	12.973	0.03	5	12.854	0.02	5	15.213	12	14.547	6	14.877	19	14.346	5	14.26	12	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
744	NGC_2682	510-048686	132.955	44	11.8288	29	54	1996.48	1995.09	12.575	12.573	0.04	1	0	6	4	4	-12.5	3.4	-7.6	1.8	11.57	0.02	5	11.308	0.02	5	11.242	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	3	0	0	1	0	0	1	0	0	0.9	1	1	0.87	1	1	1
745	NGC_2682	510-048687	132.956	2	11.8942	2	13	1991.25	1991.25	8.491	8.626	0.15	6	6	6	1	19	-12.8	1	4.3	1	5.889	0.02	5	5.409	0.03	5	5.232	0.02	5	9.365	18	8.819	5	9.646	18	8.706	6	7.659	5	0	0	0	2	2	0	2	2	0	2	0	0	0.05	0.91	0.93	0.01	0	1	0
746	NGC_2682	510-048688	132.958	51	11.9459	51	75	1993.44	1995.63	15.709	15.732	0.07	1	0	3	3	2	18.1	2.9	-12.5	3.3	14.319	0.03	5	13.906	0.04	5	13.809	0.05	5	17.238	10	16.459	1	16.602	1	16.262	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
747	NGC_2682	510-048689	132.958	33	11.8253	15	37	1996.81	1996.35	12.492	12.498	0.04	1	0	6	6	4	-4	2.5	-4.7	1.1	11.494	0.02	5	11.196	0.02	5	11.148	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	3	0	0	1	0	0	1	0	0	0.93	0.88	0.91	0.87	1	1	1
748	NGC_2682	510-048690	132.961	36	11.8587	53	70	1993.22	1988.84	15.288	15.675	0.35	1	0	4	4	2	-8.9	2	-5.7	2.4	14.486	0.03	5	14.035	0.04	5	14.001	0.05	5	16.484	15	15.798	13	16.012	4	15.611	8	15.436	18	0	0	0	0	0	0	0	0	0	1	0	0	0.91	1	1	0.95	1	1	1
749	NGC_2682	510-048692	132.962	44	11.869	59	84	1990.14	1985.57	15.852	15.584	0.13	1	0	3	3	2	-5.4	2.1	-4.2	2.5	14.223	0.03	5	13.844	0.03	5	13.702	0.04	5	16.973	20	16.015	17	16.517	19	15.682	8	15.342	7	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.97	0.98	0.92	1	1	1
750	NGC_2682	510-048694	132.964	13	11.9638	34	43	1989.72	1989.64	12.674	12.666	0.05	1	0	6	6	4	-10.2	0.7	-5.2	2.1	11.702	0.02	5	11.445	0.02	5	11.355	0.02	45	13.403	14	12.839	10	13.073	15	12.686	7	12.595	12	0	0	0	1	0	0	1	0	0	1	0	0	0.92	1	1	0.95	1	1	1
751	NGC_2682	510-048695	132.966	46	11.9358	47	73	1989.1	1990.34	15.587	15.833	0.38	1	0	3	3	2	-8.8	2.1	-5.7	2.3	14	0.03	5	13.406	0.03	5	13.289	0.03	5	17.25	2	16.044	13	16.553	5	15.616	2	15.243	13	0	0	0	0	0	0	0	0	0	1	0	0	0.91	1	1	0.95	1	1	1
752	NGC_2682	510-048696	132.97	29	11.8986	35	46	1996.54	1995.91	15.258	15.285	0.19	1	0	5	5	2	-6.4	2	13	2.3	14.155	0.02	5	13.791	0.03	5	13.816	0.04	5	15.972	12	15.406	11	15.676	24	15.207	9	15.183	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	0	0	0	0	0
753	NGC_2682	510-048697	132.972	67	11.8298	54	110	1975.88	1987.36	16.022	15.913	0.23	1	0	3	3	2	4.9	2.6	0	2.4	14.357	0.03	5	13.811	0.03	5	13.717	0.04	5	17.151	13	16.162	8	16.606	18	15.87	8	15.314	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
754	NGC_2682	510-048698	132.972	50	11.9054	24	58	1997.69	1992.19	14.442	14.478	0.1	1	0	6	6	3	-0.8	4.3	-7.4	1.8	13.338	0.02	5	13.002	0.03	5	12.942	0.03	5	15.285	5	14.598	3	14.872	1	14.403	1	14.394	16	0	0	0	0	0	0	1	0	0	1	0	0	0.67	0.41	0.46	0.3	1	0	0
755	NGC_2682	510-048699	132.972	19	11.9381	18	30	1992.14	1991.5	14.415	14.341	0.11	1	0	6	6	3	-9.9	1.4	-5	1.4	13.102	0.02	5	12.689	0.03	5	12.62	0.02	5	15.403	12	14.566	10	14.938	16	14.338	6	14.135	9	0	0	0	0	0	0	1	0	0	1	0	0	0.91	1	1	0.95	1	1	1
756	NGC_2682	510-048700	132.972	27	11.8058	27	42	1991.85	1993.28	12.609	12.607	0.04	1	0	6	6	4	-5.2	1.7	-4.7	1.7	11.625	0.02	5	11.39	0.02	5	11.305	0.02	5	13.323	10	12.764	7	13.032	21	12.61	5	12.545	11	0	0	0	1	0	0	1	0	0	1	0	0	0.93	0.96	0.97	0.91	1	1	1
757	NGC_2682	510-048701	132.979	48	11.885	43	71	1987.65	1992.48	15.655	15.457	0.04	1	0	3	3	2	-8.4	2.1	-5.7	2.3	14.124	0.03	5	13.802	0.04	5	13.535	0.04	5	16.728	3	15.874	11	16.273	16	15.488	8	15.314	10	0	0	0	0	0	0	0	0	0	1	0	0	0.91	1	1	0.94	1	1	1
758	NGC_2682	510-048702	132.981	90	11.903	88	178	1974.58	1973.95	16.25	16.569	-9999.99	1	0	1	1	2	-3.2	3.5	-3.4	3.4	15.387	0.05	5	14.894	0.06	5	14.718	0.08	5	18.043	24	16.869	1	17.312	1	16.618	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.91	0.77	0.74	0.82	1	1	1
759	NGC_2682	510-048703	132.982	63	11.8106	18	67	1997.43	1997.21	13.811	13.767	0.09	1	0	6	4	3	-17.8	5.3	-7.6	1.5	12.656	0.02	5	12.346	0.03	5	12.258	0.02	5	14.625	11	13.945	6	14.281	21	13.752	6	13.64	12	0	0	0	0	0	0	1	0	0	1	0	0	0.31	0.95	0.96	0.44	0	1	0
760	NGC_2682	510-048704	132.983	57	11.9134	58	97	1983.62	1984.95	15.8	15.627	0.04	1	0	2	2	2	-7.4	2.4	-11.1	2.4	13.643	0.02	5	13.011	0.03	5	12.819	0.03	5	17.734	20	16.385	5	16.993	3	15.751	4	15.222	12	0	0	0	0	0	0	0	0	0	1	0	0	0.67	0.97	0.96	0.27	1	1	0
761	NGC_2682	510-048705	132.983	13	11.8574	14	20	1994.89	1996.6	10.636	10.656	0.06	1	34	6	5	6	-8.5	1	-13.4	1.2	10.097	0.02	5	10.052	0.02	5	9.98	0.02	5	10.849	12	10.597	8	10.727	16	10.588	6	10.724	12	0	0	0	2	2	0	2	2	0	2	0	0	0.11	0.73	0.76	0.02	0	1	0
762	NGC_2682	510-048706	132.984	34	11.8968	33	49	1994.55	1996.25	15.306	15.49	0.21	1	0	4	3	2	-14.9	2	-3.6	2.2	13.732	0.02	5	13.199	0.03	5	13.058	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.87	1	1	0.83	1	1	1
763	NGC_2682	510-048707	132.984	111	11.8374	37	122	1995.58	1996.77	12.653	12.672	0.07	1	0	4	4	3	4.5	7.8	-12.6	2.9	11.197	0.02	5	10.726	0.02	5	10.634	0.02	5	13.92	10	12.958	7	13.429	19	12.631	5	12.414	12	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0
764	NGC_2682	510-048708	132.984	32	11.8933	33	47	1995.45	1996.61	15.101	14.907	0.13	1	0	4	4	2	-6.4	2	-14.5	2.3	13.626	0.03	45	13.29	0.03	45	13.167	0.03	45	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.02	0.42	0.44	0	0	0	0
765	NGC_2682	510-048709	132.986	20	11.8035	32	39	1996.47	1996.57	13.895	13.929	0.12	1	0	4	4	3	-11.8	1.5	-7.3	2.6	12.845	0.02	5	12.547	0.03	5	12.489	0.02	5	14.618	12	14.007	6	14.295	19	13.852	6	13.748	12	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.9	1	1	1
766	NGC_2682	510-048710	132.99	194	11.9889	188	389	1973.69	1972.09	16.234	-9999.99	-9999.99	1	0	1	1	2	-1.6	7.4	-40.9	7.2	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
767	NGC_2682	510-048711	132.99	120	11.9517	93	169	1988.19	1992.24	15.679	15.669	-9999.99	0	0	1	1	2	17.6	5.4	69.9	4.9	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
768	NGC_2682	510-048713	132.992	46	11.8045	57	83	1988.56	1986.11	15.881	15.662	0.18	1	0	2	2	2	-16.4	2.1	-4.4	2.4	14.087	0.03	5	13.544	0.03	5	13.429	0.03	5	-9999.99	-9999.99	16.013	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.74	0.99	0.99	0.73	1	1	1
769	NGC_2682	510-048714	132.994	34	11.8709	35	50	1994.77	1996.15	15.145	15.087	0.29	1	0	4	3	2	-12.5	2	-5.4	2.3	13.823	0.03	5	13.45	0.03	5	13.366	0.03	5	16.211	12	15.361	11	15.706	20	15.074	5	14.869	12	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.93	1	1	1
770	NGC_2682	510-048715	132.995	20	11.834	23	32	1992.02	1996.57	14.17	14.186	0.1	1	0	4	4	3	-7.9	1.3	-7.5	1.7	13.027	0.02	5	12.667	0.03	5	12.597	0.03	5	15.027	10	14.356	8	14.699	18	14.16	5	14.051	14	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.89	1	1	1
771	NGC_2682	510-048716	132.995	47	11.8041	43	70	1988.61	1993.26	15.381	15.413	0.22	1	0	3	3	2	-1.1	2.2	-6.2	2.3	13.999	0.02	5	13.598	0.03	5	13.496	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.79	0.45	0.46	0.5	1	0	0
772	NGC_2682	510-048717	132.996	46	11.9989	52	77	1988.37	1989.14	15.463	15.319	0.14	1	3	3	2	2	-8.4	2.1	-6.8	2.4	14.08	0.03	5	13.611	0.03	5	13.499	0.04	5	16.594	12	15.698	9	16.112	14	15.376	11	15.191	14	0	0	0	0	0	0	0	0	0	2	0	0	0.93	1	1	0.92	1	1	1
773	NGC_2682	510-048718	132.996	32	11.8539	33	47	1995.15	1996.47	15.11	14.981	0.14	1	0	4	4	2	-13.7	2	-11.9	2.3	13.772	0.03	5	13.336	0.03	5	13.252	0.03	5	16.043	8	15.172	10	15.59	17	14.948	8	14.807	11	0	0	0	0	0	0	0	0	0	1	0	0	0.18	0.95	0.95	0.12	0	1	0
774	NGC_2682	510-048719	132.998	21	11.918	16	32	1985.23	1987.63	10.215	10.204	0.02	1	0	4	4	6	-9.9	1.1	-5.3	0.8	8.597	0.02	5	8.084	0.02	5	7.959	0.02	5	11.617	11	10.534	9	11.053	15	10.201	6	9.912	9	0	0	0	1	1	0	1	1	0	1	0	0	0.92	1	1	0.95	1	1	1
775	NGC_2682	510-048720	132.998	17	11.8827	23	31	1991.56	1990.1	12.743	12.708	0.11	1	34	4	4	4	-7	0.9	-3.5	1.1	11.722	0.02	5	11.471	0.02	5	11.382	0.02	5	13.444	12	12.86	8	13.116	17	12.692	6	12.603	9	0	0	0	2	0	0	2	0	0	4	0	0	0.92	0.99	0.99	0.94	1	1	1
776	NGC_2682	510-048721	133.001	64	11.8038	66	110	1983.66	1983.62	12.5	-9999.99	-9999.99	1	0	1	1	2	-0.3	2.6	2.7	2.7	15.912	0.07	5	15.39	0.1	5	15.632	0.2	7	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.04	0.09	0.08	0.02	0	0	0
777	NGC_2682	510-048722	133.002	49	11.9353	36	66	1996.49	1990.81	14.197	14.185	0.16	1	0	4	3	3	2	3.8	-3.3	2.5	13.144	0.02	5	12.82	0.02	5	12.789	0.03	5	15.096	12	14.408	12	14.71	16	14.217	8	14.078	9	0	0	0	0	0	0	1	0	0	1	0	0	0.25	0.06	0.04	0.13	0	0	0
778	NGC_2682	510-048723	133.002	40	11.8748	33	54	1992.15	1996.54	15.109	15.122	0.16	1	0	3	3	2	-8	2.1	-7.8	2.3	13.85	0.03	5	13.437	0.03	5	13.384	0.04	5	16.098	15	15.294	10	15.666	18	15.04	4	14.831	7	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.88	1	1	1
779	NGC_2682	510-048724	133.008	61	11.9989	75	129	1981.84	1974.55	16.078	15.953	0.1	1	0	3	3	2	-6.9	2.5	-6.9	2.9	14.611	0.03	5	14.003	0.03	5	13.955	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.99	0.99	0.9	1	1	1
780	NGC_2682	510-048725	133.009	148	11.9001	144	312	1971.89	1970.36	16.133	-9999.99	-9999.99	1	0	1	1	2	10.3	5.8	5.8	5.7	15.027	0.04	5	14.445	0.05	5	14.012	0.05	5	18.209	2	17.779	18	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
781	NGC_2682	510-048726	133.009	16	11.819	26	32	1992.73	1995.13	13.268	13.274	0.08	1	0	4	4	4	-8.8	1	-5.5	1.6	12.26	0.02	5	11.972	0.02	5	11.923	0.02	5	13.972	10	13.4	8	13.671	18	13.244	6	13.16	11	0	0	0	1	0	0	1	0	0	1	0	0	0.91	1	1	0.95	1	1	1
782	NGC_2682	510-048727	133.01	35	11.9261	29	49	1994.35	1991.71	14.726	14.64	0.15	1	34	4	4	3	-8	2.3	-7.7	1.9	13.451	0.02	5	13.091	0.02	5	13.031	0.03	5	15.57	12	14.814	10	15.15	16	14.628	8	14.463	7	0	0	0	0	0	0	2	0	0	2	0	0	0.93	1	1	0.88	1	1	1
783	NGC_2682	510-048728	133.014	44	11.9679	21	50	1995.67	1995.65	13.821	13.852	0.1	1	0	4	4	3	-15.6	3.1	-6.9	1.5	12.855	0.02	5	12.556	0.02	5	12.514	0.03	5	14.661	16	13.99	10	14.27	14	13.802	10	13.697	7	0	0	0	0	0	0	7	0	0	7	0	0	0.76	0.98	0.97	0.76	1	1	1
784	NGC_2682	510-048730	133.017	100	11.8915	102	390	1956.08	1956.13	16.368	16.217	-9999.99	1	0	1	1	2	4.4	5.8	-0.7	5.9	16.058	0.08	5	15.538	0.12	6	15.705	0.21	7	17.929	17	17.069	1	17.397	1	17.04	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.01	0	0	0.01	0	0	0
785	NGC_2682	510-048731	133.018	60	11.912	81	145	1979.21	1970.92	16.284	16.231	0.39	1	0	2	2	2	-1.4	2.4	-3.3	3.2	15.341	0.04	5	14.899	0.06	5	15.091	0.1	5	17.312	12	16.664	16	16.83	4	16.494	21	16.11	1	0	0	0	0	0	0	0	0	0	1	0	0	0.83	0.48	0.3	0.64	1	0	1
786	NGC_2682	510-048732	133.019	53	11.9802	36	71	1987.58	1996.17	15.552	15.375	0.27	1	0	2	2	2	-28.5	2.4	20.4	2.5	14.087	0.03	5	13.629	0.02	5	13.505	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
787	NGC_2682	510-048733	133.02	17	11.9747	18	28	1992.95	1987.11	12.479	12.489	0.06	1	0	4	4	4	-8.9	0.9	-4.7	0.9	11.443	0.02	5	11.125	0.02	5	11.049	0.02	5	13.326	14	12.679	10	12.946	13	12.514	9	12.359	9	0	0	0	1	0	0	1	0	0	1	0	0	0.88	1	1	0.95	1	1	1
788	NGC_2682	510-048734	133.03	15	11.8237	16	30	1991.12	1985	13.306	13.302	0.08	1	0	4	4	3	-7.2	1.1	-8.5	1.2	12.312	0.02	45	12.079	0.02	5	12.014	0.02	45	14.019	10	13.441	8	13.708	17	13.291	5	13.208	9	0	0	0	1	0	0	1	0	0	0	0	0	0.91	0.99	0.99	0.8	1	1	1
789	NGC_2682	510-048735	133.031	28	11.8395	33	49	1988.05	1994.71	13.119	13.112	0.1	1	0	4	4	4	-8.8	1.7	-2.6	2.2	12.097	0.02	5	11.823	0.03	5	11.806	0.02	5	13.812	3	13.238	2	13.544	17	13.107	6	13.015	7	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
790	NGC_2682	510-048736	133.033	42	11.8305	24	49	1997.7	1997.2	13.774	13.77	0.08	1	0	4	4	3	-0.1	3.6	-9	2.2	12.77	0.03	5	12.456	0.03	5	12.424	0.02	5	14.487	11	13.88	9	14.16	17	13.7	6	13.629	11	0	0	0	0	0	0	1	0	0	1	0	0	0.33	0.29	0.2	0.07	0	0	0
791	NGC_2682	510-048737	133.035	84	11.8329	72	149	1973.88	1981.87	15.986	16.218	0.16	1	0	2	2	2	1.6	3.3	5.4	2.9	14.567	0.04	5	13.956	0.05	5	13.868	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
792	NGC_2682	510-048738	133.035	28	11.8029	36	45	2000.18	1999.96	14.652	14.628	0.12	1	0	4	4	2	-27.6	4.5	-18.6	5.1	13.405	0.04	5	13.164	0.04	5	13.048	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
793	NGC_2682	510-048739	133.035	17	11.9279	18	26	1993.18	1995.54	12.899	12.918	0.06	1	0	4	4	4	-4.8	1	3.8	1.1	11.711	0.02	5	11.372	0.02	5	11.311	0.02	5	13.865	13	13.131	8	13.459	14	12.929	8	12.751	8	0	0	0	1	0	0	1	0	0	1	0	0	0.14	0.41	0.18	0.03	0	0	0
794	NGC_2682	510-048740	133.036	57	11.8044	91	113	1991.55	1996.91	13.691	13.667	0.08	1	0	4	4	3	6.1	3.3	2.9	7.2	12.701	0.05	5	12.399	0.05	5	12.361	0.04	5	14.099	12	13.461	7	13.78	20	13.313	5	13.201	8	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0
795	NGC_2682	510-048742	133.044	44	11.8829	50	74	1989.96	1988.9	15.629	15.653	0.15	1	0	2	2	2	-23.2	2.1	-19.7	2.3	13.568	0.03	5	12.973	0.04	5	12.774	0.03	5	17.626	20	16.314	24	17.013	20	15.667	4	15.172	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
796	NGC_2682	510-048743	133.048	126	11.9578	123	256	1973.59	1972.09	15.678	16.392	-9999.99	1	0	1	1	2	-4.4	4.9	2.8	4.8	15.125	0.04	5	14.428	0.05	5	14.295	0.05	5	17.824	16	16.889	18	17.307	5	16.419	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.34	0.48	0.3	0.11	0	0	0
797	NGC_2682	510-048744	133.049	56	11.9977	35	75	1995.17	1987.44	14.448	14.492	0.1	1	0	6	6	3	-4.4	4.2	-0.9	2.5	13.462	0.02	5	13.21	0.03	5	13.087	0.03	5	15.26	13	14.668	13	14.895	12	14.51	9	14.36	8	0	0	0	0	0	0	1	0	0	1	0	0	0.89	0.83	0.8	0.76	1	1	1
798	NGC_2682	510-048745	133.05	42	11.894	61	86	1990.66	1984.77	15.697	15.441	0.14	1	0	3	3	2	-0.9	2.1	-4.7	2.6	14.226	0.04	5	13.84	0.04	5	13.715	0.04	5	16.763	11	15.781	7	16.249	16	15.55	5	15.379	11	0	0	0	0	0	0	0	0	0	7	0	0	0.8	0.41	0.16	0.56	1	0	1
799	NGC_2682	510-048746	133.052	19	11.8759	27	35	1995.26	1993.36	13.978	13.981	0.1	1	0	4	4	3	-8	1.4	-6	1.7	12.779	0.02	5	12.423	0.03	5	12.387	0.03	5	14.889	11	14.145	6	14.476	14	13.943	9	13.782	11	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.94	1	1	1
800	NGC_2682	510-048747	133.053	53	11.9159	39	72	1987.42	1995.27	15.114	15.148	0.03	1	0	3	2	2	-1.6	2.3	-5.5	2.4	14.186	0.03	5	13.895	0.04	5	13.977	0.05	5	15.992	12	15.387	10	15.652	14	15.237	8	15.101	4	0	0	0	0	0	0	0	0	0	1	0	0	0.85	0.54	0.2	0.63	1	0	1
801	NGC_2682	510-048748	133.054	126	11.8295	121	269	1971.09	1969.68	16.303	16.508	-9999.99	1	0	1	1	2	-2.5	5	-1.8	4.8	14.821	0.04	5	14.22	0.05	5	14.048	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.85	0.62	0.47	0.69	1	0	1
802	NGC_2682	510-048749	133.06	20	11.8478	21	30	1996.37	1996.82	14.069	14.127	0.11	1	36	4	4	3	-10.2	1.6	-7.5	1.7	12.825	0.02	5	12.553	0.03	5	12.438	0.02	5	15.031	8	14.269	9	14.62	17	14.042	7	13.862	8	0	0	0	0	0	0	8	0	0	8	0	0	0.93	1	1	0.9	1	1	1
803	NGC_2682	510-048750	133.064	25	11.8837	23	35	1996.11	1994.57	14.399	14.397	0.14	1	0	4	4	3	-10.1	1.9	-5.7	1.7	13.326	0.03	5	12.97	0.03	5	12.932	0.03	5	15.237	15	14.544	9	14.844	15	14.385	7	14.226	7	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.95	1	1	1
804	NGC_2682	510-048751	133.064	44	11.9311	51	75	1989.62	1989.45	15.665	15.739	0.1	1	0	3	3	2	-2.5	2.1	-6.9	2.4	14.675	0.05	5	14.333	0.07	5	14.27	0.08	5	16.534	11	15.845	7	16.13	16	15.652	14	15.479	11	0	0	0	0	0	0	0	0	0	1	0	0	0.86	0.7	0.32	0.63	1	0	1
805	NGC_2682	510-048752	133.066	67	11.8041	62	116	1977.22	1982.78	16.225	16.266	0.37	1	0	2	2	2	-1	2.6	-5.9	2.5	15.231	0.05	5	14.791	0.06	5	14.764	0.09	5	16.823	1	16.082	1	16.861	5	15.758	1	15.487	1	0	0	0	0	0	0	0	0	0	1	0	0	0.79	0.43	0.36	0.51	1	0	1
806	NGC_2682	510-048753	133.068	19	11.8778	19	28	1995.51	1996.24	13.585	13.583	0.09	1	0	4	3	3	9.6	1.3	-16.2	1.4	12.592	0.02	5	12.297	0.03	5	12.273	0.02	5	14.22	14	13.692	7	13.915	16	13.57	10	13.451	7	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
807	NGC_2682	510-048754	133.069	56	11.8018	56	94	1982.44	1986.81	15.616	16.206	0.68	1	0	2	2	2	-5.2	2.3	-5.1	2.5	14.89	0.04	5	14.468	0.05	5	14.475	0.07	5	16.74	1	15.965	1	16.225	3	15.84	5	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.96	0.94	0.91	1	1	1
808	NGC_2682	510-048755	133.07	72	11.8618	72	137	1976.3	1977.29	16.264	16.198	0.12	1	0	2	2	2	0.5	2.8	-7	2.8	15.255	0.05	5	14.889	0.06	5	14.74	0.08	5	17.106	14	16.326	6	16.643	3	16.172	11	15.792	1	0	0	0	0	0	0	0	0	0	1	0	0	0.47	0.21	0.09	0.17	0	0	0
809	NGC_2682	510-048756	133.07	22	11.8087	22	32	1996.95	1996.63	14.316	14.273	0.17	1	0	4	4	3	-7.3	1.8	-5.4	1.9	12.76	0.03	5	12.295	0.03	5	12.169	0.02	5	15.408	1	14.498	5	15.021	22	14.252	11	13.997	16	0	0	0	0	0	0	1	0	0	1	0	0	0.91	1	0.99	0.94	1	1	1
